parcelid xcoord_p ycoord_p sqft_p taz_p lutype_p hh_p stugrd_p stuhgh_p stuuni_p empedu_p empfoo_p empgov_p empind_p empmed_p empofc_p empret_p empsvc_p empoth_p emptot_p parkdy_p parkhr_p ppricdyp pprichrp hh_1 stugrd_1 stuhgh_1 stuuni_1 empedu_1 empfoo_1 empgov_1 empind_1 empmed_1 empofc_1 empret_1 empsvc_1 empoth_1 emptot_1 parkdy_1 parkhr_1 ppricdy1 pprichr1 nodes1_1 nodes3_1 nodes4_1 tstops_1 nparks_1 aparks_1 hh_2 stugrd_2 stuhgh_2 stuuni_2 empedu_2 empfoo_2 empgov_2 empind_2 empmed_2 empofc_2 empret_2 empsvc_2 empoth_2 emptot_2 parkdy_2 parkhr_2 ppricdy2 pprichr2 nodes1_2 nodes3_2 nodes4_2 tstops_2 nparks_2 aparks_2 dist_lbus dist_ebus dist_crt dist_fry dist_lrt dist_park
3619 2189243 277724 3624908 881 7 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.07 0.00 0.23 4.09 0.37 0.88 41.68 245.41 0.06 91.39 14.09 3.26 5.65 402.80 0.00 0.00 0.00 0.00 1.78 4.04 1.48 0.94 63.88 32138 10.35 0.00 21.53 378.35 34.60 18.22 288.48 541.18 3.03 285.62 95.83 19.25 43.98 1330.18 0.00 0.00 0.00 0.00 4.75 16.72 3.21 3.54 183.84 33654 0.37 999.00 999.00 999.00 999.00 0.03
3620 2170593 248221 156035 305 3 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 15.00 0.00 0.00 0.00 15.00 0.00 0.00 0.00 0.00 93.65 116.24 38.99 0.00 27.77 86.53 2.81 90.23 50.53 181.93 478.31 83.30 24.62 1026.02 0.01 0.01 747.97 240.41 3.73 28.90 7.05 14.62 94.13 38274 518.03 474.57 333.79 6.20 131.64 207.94 16.73 244.58 93.73 343.27 812.01 181.10 62.02 2093.03 15.10 14.16 752.37 240.36 15.26 86.01 28.27 33.42 317.22 41662 0.01 999.00 999.00 999.00 999.00 0.01
3621 2185248 257359 75698 724 2 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 470.71 137.36 182.53 4.32 61.02 26.88 72.98 50.46 389.00 179.29 48.17 89.48 56.00 973.27 5.80 5.52 2238.05 110.06 3.85 24.41 38.59 17.60 15.38 19769 1659.92 630.54 757.17 469.46 322.81 105.99 244.98 228.24 3176.41 515.80 176.96 269.77 174.32 5215.28 282.38 271.87 2082.09 129.95 17.73 115.19 117.20 68.29 108.41 27720 0.13 999.00 999.00 999.00 999.00 0.14
3622 2202458 280457 10699729 346 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.54 0.00 0.00 0.03 0.00 0.00 0.00 0.13 0.00 0.15 0.24 0.16 0.00 0.69 0.00 0.00 0.00 0.00 1.03 1.34 0.16 0.00 33.99 36475 34.23 0.68 1.91 33.54 3.22 1.51 0.05 7.62 1.22 5.30 7.32 5.07 0.68 32.00 0.00 0.00 0.00 0.00 2.16 10.05 0.84 0.07 107.34 44234 1.95 999.00 999.00 999.00 999.00 0.01
3623 2175817 254893 129261 267 7 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 253.80 241.57 345.17 11.71 86.27 116.87 31.43 640.91 46.87 139.04 196.19 112.57 57.76 1427.90 166.69 131.47 606.95 211.13 2.00 39.54 21.01 18.09 7.31 24434 1050.33 613.51 974.83 763.58 335.49 722.55 336.56 2531.28 353.04 1359.64 508.16 480.49 247.21 6874.41 1325.29 1204.60 741.72 227.64 13.92 116.03 63.12 70.18 75.54 26774 0.08 999.00 999.00 999.00 999.00 0.26
3624 2188391 259369 82844 325 1 8.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 551.52 134.91 12.75 0.01 35.46 12.51 5.39 62.65 1134.57 19.03 29.62 54.69 11.45 1365.38 0.28 0.27 2246.74 109.38 2.08 37.08 26.76 10.69 28.75 23601 1800.14 457.44 296.57 24.45 192.78 59.01 77.46 187.28 3889.06 133.16 108.59 145.73 76.24 4869.33 57.74 55.86 2235.18 117.25 13.55 116.93 78.88 58.05 180.19 30049 0.29 999.00 999.00 999.00 999.00 0.02
3625 2238085 326655 218150 346 6 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 15.81 0.00 0.00 0.00 0.00 0.00 0.00 308.80 0.00 0.00 0.31 0.00 0.13 309.24 0.00 0.00 0.00 0.00 0.89 4.20 0.19 0.00 168.76 52980 107.19 0.00 0.00 0.00 0.00 0.19 0.12 752.31 0.00 0.03 1.69 0.14 3.56 758.04 0.00 0.00 0.00 0.00 3.91 10.12 1.18 0.00 519.01 51292 999.00 999.00 999.00 999.00 999.00 0.00
3626 2224092 320107 489025 594 4 14.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 147.20 0.00 0.00 0.00 0.00 0.17 0.01 0.63 0.04 0.75 0.16 5.54 2.54 9.84 0.00 0.00 0.00 0.00 2.18 12.60 1.61 0.00 127.61 52316 373.59 2.14 3.19 0.00 0.92 9.38 0.63 11.86 1.98 9.93 10.12 16.80 10.57 72.20 0.00 0.00 0.00 0.00 10.41 38.94 5.02 0.00 388.89 49108 13.02 999.00 999.00 999.00 999.00 0.02
3627 2210625 321839 1013610 576 7 42.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 126.11 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 5.15 6.40 1.43 0.00 68.64 40715 291.26 0.00 0.15 0.00 0.19 0.59 0.07 1.21 0.14 0.21 0.56 0.41 0.11 3.49 0.00 0.00 0.00 0.00 11.16 14.84 2.65 0.00 261.85 48923 8.58 999.00 999.00 999.00 999.00 0.01
3628 2225312 384432 604649 631 7 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.07 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 106.66 62492 5.11 0.00 0.71 0.00 0.09 0.00 0.00 0.12 0.31 0.00 0.26 0.21 0.15 1.13 0.00 0.00 0.00 0.00 0.18 0.80 0.00 0.00 349.59 62303 999.00 999.00 999.00 999.00 999.00 0.00
3629 2225521 319236 2729361 594 0 89.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 3.00 1.00 10.00 0.00 0.00 0.00 0.00 109.18 0.00 0.00 0.00 0.00 0.03 0.01 0.10 0.01 8.60 0.03 3.85 3.80 16.43 0.00 0.00 0.00 0.00 3.98 8.48 0.63 0.00 50.27 36918 259.29 0.83 1.07 0.00 0.31 4.03 0.50 4.87 0.76 17.75 4.06 9.36 10.43 52.06 0.00 0.00 0.00 0.00 9.68 30.78 3.60 0.00 262.33 45090 12.72 999.00 999.00 999.00 999.00 0.05
3630 2220154 327370 4638675 592 4 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 82.71 1.93 5.27 0.00 1.61 0.15 0.46 0.03 0.79 1.49 0.02 0.28 0.52 5.34 0.00 0.00 0.00 0.00 1.76 5.20 1.26 0.00 121.41 51764 320.62 67.29 66.16 0.00 27.94 1.60 6.69 0.97 10.06 9.07 0.86 5.20 3.73 66.13 0.00 0.00 0.00 0.00 5.81 17.19 3.15 0.00 437.23 53806 999.00 999.00 999.00 999.00 999.00 0.01
3631 2218007 329484 5817241 588 2 138.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 13.00 0.00 0.00 4.00 17.00 0.00 0.00 0.00 0.00 146.96 0.33 0.63 0.00 0.21 0.02 0.08 0.00 0.10 13.01 0.00 0.03 4.01 17.45 0.00 0.00 0.00 0.00 0.16 2.23 0.47 0.00 51.83 47810 240.97 34.01 25.60 0.00 12.19 0.68 3.76 0.54 4.08 13.81 0.33 2.04 4.50 41.94 0.00 0.00 0.00 0.00 2.66 8.87 2.48 0.00 247.62 52106 999.00 999.00 999.00 999.00 999.00 0.03
3632 2225410 396274 5977444 631 1 9.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 47.78 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 2.27 0.29 0.00 0.00 145.34 61067 52.87 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 3.09 1.14 0.00 0.00 511.20 62085 999.00 999.00 999.00 999.00 999.00 0.00
3633 2159554 253096 555965 379 3 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.97 0.00 0.00 14.46 37485 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 24.14 45074 3.86 999.00 999.00 999.00 999.00 0.03
3634 2185738 251258 153196 321 3 15.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 343.12 310.71 69.95 0.00 59.68 48.81 23.88 89.56 60.38 33.96 39.51 61.43 26.03 443.24 0.00 0.00 787.16 193.46 3.93 33.11 19.72 14.06 35.44 26579 1408.37 817.82 452.00 7.61 218.63 158.34 111.47 437.03 525.38 159.01 172.84 196.21 154.72 2133.63 6.24 5.59 1175.32 182.67 17.17 124.45 74.57 48.58 181.83 33680 0.18 999.00 999.00 999.00 999.00 0.03
3635 2163986 272504 36532927 251 5 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 10.67 0.00 0.06 0.00 0.00 0.00 0.03 46.14 0.09 96.62 3.64 0.07 13.18 159.78 0.00 0.00 0.00 0.00 1.05 0.51 0.01 0.00 74.14 37853 107.62 0.00 6.49 0.00 1.24 1.48 4.44 140.82 1.34 148.24 7.90 3.61 24.02 333.09 0.00 0.00 0.00 0.00 1.91 3.06 0.26 0.00 189.33 42601 2.68 999.00 999.00 999.00 999.00 0.00
3636 2178436 278794 9089992 386 3 174.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 8.00 0.00 10.00 0.00 18.00 0.00 0.00 0.00 0.00 239.44 0.23 0.00 0.00 0.19 3.74 2.21 1.47 0.10 12.18 1.67 11.39 1.60 34.53 0.00 0.00 0.00 0.00 1.29 7.94 0.30 0.00 66.60 51006 785.72 11.51 2.78 0.00 6.80 43.57 17.37 16.34 3.71 63.07 28.84 31.43 14.64 225.77 0.00 0.00 0.00 0.00 6.79 43.01 4.33 0.35 263.60 46059 1.61 999.00 999.00 999.00 999.00 0.00
3637 2182537 252972 163598 315 1 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 272.11 49.13 18.35 0.08 6.43 19.95 4.19 166.37 23.04 63.73 24.44 22.54 71.47 402.16 0.30 0.25 749.06 197.10 3.48 20.22 21.79 10.10 25.82 22609 1090.49 495.49 227.57 65.82 99.65 126.56 64.32 801.75 272.04 313.56 151.63 155.00 348.40 2332.91 70.63 63.52 1058.14 195.52 12.05 97.23 78.72 46.49 112.18 28336 0.20 999.00 999.00 999.00 999.00 0.01
3638 2182407 252632 186442 315 0 16.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 272.11 49.13 18.35 0.08 6.43 19.95 4.19 166.37 23.04 63.73 24.44 22.54 71.47 402.16 0.30 0.25 749.06 197.10 3.48 20.22 21.79 10.10 25.82 22609 1090.49 495.49 227.57 65.82 99.65 126.56 64.32 801.75 272.04 313.56 151.63 155.00 348.40 2332.91 70.63 63.52 1058.14 195.52 12.05 97.23 78.72 46.49 112.18 28336 0.20 999.00 999.00 999.00 999.00 0.01
3639 2175331 281429 375699 382 7 18.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 9.00 0.00 9.00 0.00 0.00 0.00 0.00 243.45 0.01 0.01 0.00 0.01 5.63 1.51 1.34 0.38 3.80 1.81 11.73 3.96 30.17 0.00 0.00 0.00 0.00 1.58 14.38 1.83 0.00 112.05 49071 861.05 2.73 5.88 0.00 2.46 35.61 13.94 13.92 4.42 36.34 26.35 28.41 19.25 180.71 0.00 0.00 0.00 0.00 7.06 47.02 5.29 0.10 342.77 46574 2.10 999.00 999.00 999.00 999.00 0.00
3640 2171415 267538 2645303 307 3 74.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 169.34 0.07 0.77 0.02 0.77 26.15 8.93 409.90 42.82 85.61 30.18 29.45 130.75 764.55 1.02 0.97 708.92 290.54 2.76 13.13 2.04 0.96 50.42 38721 695.09 12.95 61.76 33.91 26.28 280.16 93.62 822.32 257.45 740.93 245.01 234.54 422.97 3123.27 144.46 136.23 711.15 277.90 12.76 63.77 18.25 9.86 242.23 39704 0.56 999.00 999.00 999.00 999.00 0.03
3641 2172940 271109 1029381 309 6 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 50.00 54.00 0.00 0.00 0.00 0.00 88.75 0.01 0.16 0.00 0.06 10.29 0.12 9.37 9.93 130.12 5.68 12.94 66.55 245.06 0.04 0.04 722.87 283.82 2.66 12.42 1.28 0.21 73.79 47479 545.48 5.78 37.16 7.64 11.85 133.33 12.79 123.04 113.78 530.85 91.07 98.69 246.73 1362.12 28.73 26.97 701.81 277.06 11.89 47.26 9.77 3.92 273.77 45973 0.67 999.00 999.00 999.00 999.00 0.00
3642 2200027 251344 225956 465 0 16.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 461.42 19.29 17.22 0.12 6.33 13.19 1.78 5.48 11.72 8.88 7.32 13.42 1.50 69.62 0.00 0.00 0.00 0.00 2.05 34.14 15.11 1.52 140.89 36805 1469.45 252.41 212.89 16.87 81.38 142.92 30.34 50.77 110.69 124.84 101.11 101.92 11.85 755.82 0.00 0.00 0.00 0.00 13.88 114.59 36.93 13.34 498.45 37662 0.52 999.00 999.00 999.00 999.00 0.00
3643 2200610 251816 228298 465 2 16.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 459.16 6.06 83.94 0.03 15.03 2.95 0.81 1.19 3.26 2.73 1.66 6.26 0.72 34.61 0.00 0.00 0.00 0.00 2.71 33.19 12.73 0.35 148.65 38763 1366.36 172.36 403.44 8.36 98.57 73.10 17.34 27.58 65.10 67.69 53.07 65.39 8.14 475.98 0.00 0.00 0.00 0.00 13.99 105.60 30.41 7.95 518.72 39765 0.79 999.00 999.00 999.00 999.00 0.02
3644 2200644 251073 212292 465 5 19.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 430.30 28.98 54.49 0.20 14.20 14.79 3.09 3.78 7.24 6.23 5.81 9.13 1.85 66.13 0.00 0.00 0.00 0.00 2.34 30.10 11.68 0.92 141.22 38899 1350.60 270.02 332.12 21.93 104.27 155.51 38.69 53.11 96.93 132.88 101.41 89.99 12.15 784.95 0.00 0.00 0.00 0.00 13.24 99.91 34.17 11.08 489.50 38424 0.61 999.00 999.00 999.00 999.00 0.02
3645 2214195 247883 7967748 853 9 91.00 0.00 0.00 0.00 0.00 13.00 0.00 0.00 13.00 0.00 0.00 6.00 3.00 35.00 0.00 0.00 0.00 0.00 173.97 0.00 0.00 0.00 0.01 14.04 0.00 0.01 13.13 1.84 2.75 8.42 7.53 47.73 0.00 0.00 0.00 0.00 3.05 10.47 0.13 0.18 69.72 47841 457.62 3.64 0.00 0.00 1.44 28.39 0.50 4.34 39.29 41.18 33.57 24.67 23.66 197.05 0.00 0.00 0.00 0.00 12.34 29.67 2.18 2.41 221.01 47389 0.68 999.00 999.00 999.00 999.00 0.03
3646 2215005 244698 4681254 854 9 63.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 91.94 0.00 0.00 0.00 0.00 0.02 0.00 0.00 0.02 0.01 1.01 1.19 0.01 2.25 0.00 0.00 0.00 0.00 2.49 4.27 0.00 0.00 89.87 59868 162.61 0.00 0.00 0.00 0.09 4.70 0.04 0.58 6.63 2.71 5.05 5.02 1.14 25.95 0.00 0.00 0.00 0.00 5.13 9.58 0.29 0.36 209.56 58774 1.59 999.00 999.00 999.00 999.00 0.01
3647 2215621 248946 1332077 853 2 56.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 4.00 15.00 3.00 0.00 28.00 0.00 0.00 0.00 0.00 200.86 0.02 0.00 0.00 0.19 8.64 0.01 0.09 4.65 8.50 18.86 11.95 5.51 58.40 0.00 0.00 0.00 0.00 5.10 13.94 1.03 2.40 82.28 43993 694.37 10.88 0.00 0.00 4.18 56.19 1.41 11.92 100.86 109.65 91.75 47.94 33.04 456.95 0.00 0.00 0.00 0.00 17.58 49.38 5.76 7.88 307.82 43240 0.27 999.00 999.00 999.00 999.00 0.00
3648 2216525 250560 603349 764 9 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 7.00 0.00 0.00 0.00 0.00 174.61 0.13 0.00 0.00 0.78 6.35 0.05 0.46 11.90 15.84 25.17 12.45 20.98 93.99 0.00 0.00 0.00 0.00 4.12 23.00 3.87 6.33 106.67 35591 897.90 24.94 0.01 0.29 9.18 104.79 3.21 27.82 207.83 231.17 180.33 76.83 58.56 899.72 0.00 0.00 0.00 0.00 20.89 71.27 10.18 12.05 400.78 39405 0.01 999.00 999.00 999.00 999.00 0.02
3649 2263308 279626 443480 851 6 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 39.96 0.00 0.00 0.00 0.00 0.00 0.00 0.54 0.00 0.14 0.03 2.20 0.27 3.18 0.00 0.00 0.00 0.00 0.33 1.35 0.00 0.00 111.58 53949 64.42 0.00 0.00 0.00 0.00 0.00 0.00 5.71 0.00 1.79 0.34 4.58 2.86 15.28 0.00 0.00 0.00 0.00 2.13 2.84 0.00 0.00 445.07 55068 9.38 999.00 999.00 999.00 999.00 0.00
3650 2262160 266519 674491 131 0 5.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 33.66 0.00 0.00 0.00 0.00 0.00 0.00 0.13 0.00 0.92 0.00 0.29 0.11 1.45 0.00 0.00 0.00 0.00 0.77 3.28 1.28 0.00 146.21 61460 194.99 0.56 0.42 5.12 1.09 0.00 0.16 5.76 0.01 3.76 0.19 2.75 1.68 15.39 0.00 0.00 0.00 0.00 4.81 12.86 5.49 0.00 513.09 59517 8.79 999.00 999.00 999.00 999.00 0.01
3651 2267282 344185 12513553 366 3 9.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 9.06 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.02 0.00 0.00 53.38 62491 14.87 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.01 0.03 0.00 0.00 0.00 0.00 1.05 0.59 0.12 0.00 154.59 62270 999.00 999.00 999.00 999.00 999.00 0.01
3652 2255010 309246 2505137 445 7 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 10.40 6.89 0.00 0.00 1.19 2.79 0.00 0.51 0.12 0.03 0.70 1.02 0.10 6.46 0.00 0.00 0.00 0.00 0.18 2.34 0.20 0.00 171.46 60341 55.76 121.50 0.00 0.00 21.06 19.93 0.01 3.49 3.15 0.67 5.77 1.81 1.70 57.61 0.00 0.00 0.00 0.00 1.80 6.59 1.54 0.00 542.66 60051 999.00 999.00 999.00 999.00 999.00 0.00
3653 2253146 294079 5803299 816 8 24.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 3.00 0.00 0.00 0.00 0.00 136.44 4.53 0.00 0.00 0.70 0.00 0.01 0.00 0.00 0.84 0.02 4.14 2.30 8.02 0.00 0.00 0.00 0.00 5.76 6.87 0.23 0.00 129.43 62006 469.35 124.35 0.00 0.00 19.41 0.03 0.61 1.14 0.15 7.31 1.35 9.50 5.55 45.05 0.00 0.00 0.00 0.00 16.65 23.06 2.01 0.00 480.65 60994 8.43 999.00 999.00 999.00 999.00 0.00
3654 2247672 294465 276375 600 5 0.00 0.00 0.00 0.00 0.00 0.00 9.00 0.00 0.00 0.00 0.00 0.00 0.00 9.00 0.00 0.00 0.00 0.00 84.31 0.00 0.00 0.00 0.00 0.00 9.00 0.81 0.81 1.45 6.86 8.62 3.77 31.32 0.00 0.00 0.00 0.00 6.37 13.62 2.61 0.00 139.90 55014 293.88 0.73 0.00 0.00 0.11 0.40 9.00 3.19 3.14 4.25 24.34 20.75 8.89 74.07 0.00 0.00 0.00 0.00 17.78 33.37 4.40 0.00 462.17 57380 7.73 999.00 999.00 999.00 999.00 0.00
3655 2258533 311544 3496141 445 1 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 13.79 0.00 0.00 0.00 0.00 0.25 0.00 0.03 0.00 0.00 0.05 0.16 0.30 0.79 0.00 0.00 0.00 0.00 0.14 2.01 0.04 0.00 452.51 61905 28.35 0.49 0.00 0.00 0.09 6.73 0.00 1.04 0.01 0.01 1.45 1.24 2.34 12.92 0.00 0.00 0.00 0.00 0.97 2.33 0.37 0.00 731.27 61029 999.00 999.00 999.00 999.00 999.00 0.00
3656 2246757 311494 503685 350 7 9.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 64.38 3.70 0.00 0.00 0.64 0.93 0.34 0.83 0.12 1.68 2.66 0.70 0.29 8.19 0.00 0.00 0.00 0.00 3.84 8.47 1.80 0.00 126.14 56094 308.62 91.31 0.00 0.00 15.82 5.16 2.24 4.57 1.26 9.03 27.64 4.98 3.11 73.82 0.00 0.00 0.00 0.00 8.89 22.03 6.45 0.00 462.85 56601 999.00 999.00 999.00 999.00 999.00 0.01
3657 2204457 289467 5979991 494 6 30.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 9.00 0.00 0.00 0.00 9.00 0.00 0.00 0.00 0.00 47.42 0.00 0.00 0.00 0.00 0.01 0.00 0.16 0.03 9.47 1.97 0.36 0.32 12.33 0.00 0.00 0.00 0.00 1.91 5.15 1.04 0.00 111.02 57719 232.87 3.01 0.46 0.00 0.98 2.64 0.05 14.18 2.17 17.96 24.18 7.60 3.46 73.21 0.00 0.00 0.00 0.00 9.71 17.80 3.48 0.00 390.56 55299 3.07 999.00 999.00 999.00 999.00 0.00
3658 2202916 288022 7359001 494 0 30.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 25.00 4.00 0.00 29.00 0.00 0.00 0.00 0.00 30.12 0.00 0.00 0.00 0.01 0.06 0.00 0.45 0.00 0.06 25.14 4.09 0.02 29.84 0.00 0.00 0.00 0.00 2.45 0.00 0.00 0.00 51.83 60525 38.00 0.00 0.00 0.00 0.72 3.93 0.00 29.62 0.07 4.19 34.24 9.90 1.11 83.79 0.00 0.00 0.00 0.00 5.23 0.00 0.00 0.00 102.18 60007 4.24 999.00 999.00 999.00 999.00 0.00
3659 2196932 282943 1793407 684 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 118.00 0.00 30.00 0.00 0.00 66.00 214.00 0.00 0.00 0.00 0.00 0.63 0.03 0.00 0.00 0.01 0.02 1.60 124.04 0.02 30.38 0.03 0.01 66.01 222.13 0.00 0.00 0.00 0.00 1.24 2.09 0.00 0.00 76.69 36007 51.86 7.35 0.32 0.34 1.67 5.71 5.92 159.11 8.87 43.01 6.26 3.27 66.62 300.42 0.00 0.00 0.00 0.00 3.19 9.86 0.24 0.46 218.33 42255 1.49 999.00 999.00 999.00 999.00 0.07
3660 2197442 304814 1981296 529 0 72.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 125.50 0.00 0.00 0.00 0.00 0.00 0.00 0.09 0.09 2.53 0.11 0.34 0.41 3.57 0.00 0.00 0.00 0.00 3.28 4.80 0.77 0.00 64.58 55138 436.57 0.23 0.00 0.00 0.05 1.70 0.13 1.35 2.27 16.26 8.35 4.32 3.97 38.41 0.00 0.00 0.00 0.00 9.80 16.85 1.38 0.00 232.13 53823 3.27 999.00 999.00 999.00 999.00 0.00
3661 2205277 284164 4445445 493 6 180.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 0.00 234.49 0.00 0.00 0.00 0.00 0.14 0.00 0.21 0.00 11.37 0.74 0.01 0.12 12.60 0.00 0.00 0.00 0.00 0.62 4.55 0.69 0.00 50.52 48996 434.83 0.63 0.10 0.00 0.18 2.20 0.24 4.21 0.51 23.42 12.23 1.32 2.44 46.75 0.00 0.00 0.00 0.00 5.32 13.89 2.03 0.00 226.54 51488 3.04 999.00 999.00 999.00 999.00 0.01
3662 2204199 283408 974602 493 3 57.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 7.00 0.00 0.00 0.00 10.00 0.00 0.00 0.00 0.00 126.77 0.00 0.00 0.00 0.00 0.68 0.01 3.03 0.00 10.23 1.54 0.00 0.31 15.79 0.00 0.00 0.00 0.00 2.24 5.73 0.24 0.00 78.79 41983 437.19 0.35 0.05 0.00 0.11 4.31 0.54 8.09 0.86 25.79 12.51 1.02 3.05 56.29 0.00 0.00 0.00 0.00 6.44 14.92 1.33 0.01 253.11 49126 2.77 999.00 999.00 999.00 999.00 0.00
