parcelid xcoord_p ycoord_p sqft_p taz_p block_p hh_p stugrd_p stuhgh_p stuuni_p empedu_p empfoo_p empgov_p empind_p empmed_p empofc_p empret_p empsvc_p empoth_p emptot_p parkdy_p parkhr_p ppricdyp pprichrp
6539 2255679.673 210682 1042674 101 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6540 2245155.745 206595 3214232 805 9 0 0 0 0 0 0 0 0 0 0 5 0 0 5 0 0 0 0
6541 2246894.103 190722 1718909 97 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6542 2232444.011 175792 697799 92 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6543 2234186.218 181923 1636047 92 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6544 2208755.82 237614 2699009 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6545 2204330.227 229662 11558332 795 2 85 0 0 0 0 0 0 2 0 13 5 15 2 37 0 0 0 0
6546 2195344.405 204465 10620120 177 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6547 2191801.892 206644 10396242 177 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6548 2191689.171 233198 392654 5 5 9 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
6549 2200617.46 226988 623931 780 7 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6550 2237561.251 236438 13211962 699 7 52 0 0 0 0 0 0 0 0 10 0 6 0 16 0 0 0 0
6551 2231487.338 217985 2885494 74 9 27 0 0 0 0 0 0 0 0 5 0 0 0 5 0 0 0 0
6552 2232446.163 213638 1866547 719 5 7 0 0 0 0 0 0 10 0 20 48 0 0 78 0 0 0 0
6553 2234566.706 213280 450565 719 0 10 0 0 0 0 4 26 0 4 21 16 10 0 81 0 0 0 0
6554 2233981.232 213369 537813 719 1 8 0 0 0 0 0 0 0 0 12 2 16 0 30 0 0 0 0
6555 2233646.912 216144 9372034 77 2 195 0 1909 0 242 0 12 0 0 11 0 0 0 265 0 0 0 0
6556 2236729.413 211979 580909 804 3 2 0 0 0 0 0 0 4 0 9 0 4 0 17 0 0 0 0
6557 2222090.172 186661 5366011 94 2 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6558 2210280.91 164699 22212879 55 9 48 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
6559 2224652.127 194917 5994315 89 0 18 0 0 0 0 0 0 30 0 10 16 3 0 59 0 0 0 0
6560 2216836.542 186280 2078645 140 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6561 2212202.401 185552 3869275 58 5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6562 2210098.014 171369 11952330 54 7 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6563 2220878.306 170865 4622413 138 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6564 2220316.239 162644 4210146 141 2 1 421 0 0 50 0 0 0 0 0 0 0 0 50 0 0 0 0
6565 2211827.857 225540 2184098 34 8 44 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0
6566 2212716.173 226207 235961 34 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6567 2203986.166 220938 4888059 782 8 0 0 0 0 0 82 0 38 41 34 667 40 0 902 0 0 0 0
6568 2206688.279 197545 5027411 57 8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6569 2215360.072 217620 259138 63 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6570 2226198.182 235253 2186238 73 0 16 0 0 0 0 0 0 4 0 0 0 0 0 4 0 0 0 0
6571 2190628.961 193746 1546900 45 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6572 2197947.397 193670 1073505 42 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6573 2209182.956 193534 24746806 51 2 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6574 2204665.035 191229 1832731 57 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6575 2209931.9 219163 875712 39 2 6 0 0 0 0 0 0 0 0 0 0 12 0 12 0 0 0 0
6576 2190328.278 222584 475419 8 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6577 2191118.552 228888 950503 867 0 29 0 0 0 7 0 0 45 4 6 12 23 0 97 0 0 0 0
6578 2190967.9 227966 463383 867 8 25 0 0 0 0 5 0 28 0 8 9 8 0 58 0 0 0 0
6579 2193067.416 230035 587644 5 9 23 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0
6580 2190872.646 225523 1004966 8 6 10 0 0 0 0 27 95 4 0 12 17 16 0 171 0 0 0 0
6581 2192660.369 223860 1821494 8 1 104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6582 2189645.842 220112 6769179 38 5 0 0 0 0 0 0 0 0 0 36 4 32 0 72 0 0 0 0
6583 2192516.22 222856 220432 8 6 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6584 2215819.9 219133 1017424 36 9 22 0 0 0 0 0 0 0 0 7 0 8 0 15 0 0 0 0
6585 2199759.005 209005 562923 177 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6586 2213415.386 210578 29641605 61 2 46 0 0 0 0 0 0 0 3 0 0 0 0 3 0 0 0 0
6587 2211818.31 203253 3768346 56 8 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6588 2213214.524 236629 264901 33 4 7 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
6589 2219066.463 230644 6742182 32 2 102 0 0 0 0 0 0 3 0 0 2 2 0 7 0 0 0 0
6590 2216279.542 231126 1807178 32 0 10 0 0 0 0 0 0 0 0 0 0 0 35 35 0 0 0 0
6591 2222420.148 238592 313085 73 8 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6592 2236651.886 186746 342076 92 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6593 2240189.654 188002 2313718 92 9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6594 2255726.634 196112 7864773 96 6 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6595 2189558.578 226785 478818 8 6 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6596 2191090.17 230902 437446 867 6 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6597 2193488.651 229881 29723 5 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6598 2192243.099 231262 272638 5 9 13 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
6599 2192187.522 236930 1105500 1 3 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6600 2203466.433 234442 190502 847 7 5 0 0 0 0 0 0 0 0 0 6 0 0 6 0 0 0 0
6601 2202650.645 234346 1311376 846 7 118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6602 2198787.915 231323 674225 15 2 0 0 0 0 0 0 0 19 0 2 0 0 0 21 0 0 0 0
6603 2205328.599 227912 619087 21 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
6604 2201696.375 225715 329274 21 2 14 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
6605 2203894.937 225059 11427639 21 5 84 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 0 0
6606 2198081.785 228682 144810 870 5 103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6607 2190639.518 236696 992038 1 1 25 0 0 0 0 0 0 0 0 0 2 1 0 3 0 0 0 0
6608 2224858.275 196935 680171 87 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6609 2216503.728 177833 8695078 53 3 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6610 2218766.123 168021 13896856 141 4 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6611 2214718.771 169249 16771077 54 0 55 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
6612 2214174.793 165682 15058380 55 5 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6613 2224431.909 186336 692120 94 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6614 2213222.953 167716 262520 54 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6615 2222895.112 230413 23457879 67 3 312 537 0 0 78 0 0 0 0 1 0 3 4 86 0 0 0 0
6616 2219910.118 194800 455935 88 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6617 2221433.843 161008 2879555 141 5 1 0 0 0 0 0 0 4 0 0 0 0 0 4 0 0 0 0
6618 2223169.041 214971 2271349 66 1 34 0 0 0 0 0 8 0 0 0 0 0 0 8 0 0 0 0
6619 2229031.788 227195 829326 71 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6620 2212872.518 224609 2773987 36 5 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6621 2210275.071 203487 3450934 56 6 1 0 983 0 87 0 0 0 0 0 0 0 0 87 0 0 0 0
6622 2199604.762 207218 3888523 177 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6623 2253722.45 227396 3648533 103 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6624 2255826.02 223991 815428 103 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6625 2237256.883 198466 152643159 91 6 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6626 2243229.378 218517 3995870 102 5 24 0 0 0 0 0 0 0 0 0 7 0 0 7 0 0 0 0
6627 2263044.88 211440 7661881 124 9 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6628 2194762.61 235176 1729165 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6629 2196972.495 234466 227776 6 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6630 2203474.32 230850 1788873 795 8 3 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
6631 2196573.753 229131 275646 870 2 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6632 2199995.865 227238 1012387 780 1 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6633 2201225.504 219250 8655907 781 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6634 2202848.323 229422 345150 795 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6635 2189466.501 206610 1519977 177 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6636 2216063.002 223680 7533876 36 6 12 0 0 0 0 0 0 0 0 4 0 1 0 5 0 0 0 0
6637 2216188.384 217714 684500 63 3 15 0 0 0 0 0 0 0 0 4 2 3 0 9 0 0 0 0
6638 2199080.504 194853 5274174 42 5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6639 2213453.736 227485 1913311 36 1 3 0 0 0 0 0 0 0 0 0 0 16 0 16 0 0 0 0
6640 2229101.231 238572 595673 73 4 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6641 2190407.172 192499 1386362 45 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6642 2196317.15 226813 2197209 778 0 160 0 0 0 0 16 0 0 0 15 10 23 0 64 0 0 0 0
6643 2191411.406 223975 587303 8 3 38 0 0 0 0 0 0 12 0 0 0 0 0 12 0 0 0 0
6644 2191142.95 223974 321020 8 4 22 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0
6645 2193749.282 224610 364634 8 3 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6646 2195765.395 223076 290717 22 5 5 0 0 0 0 0 0 0 0 0 0 3 2 5 0 0 0 0
6647 2192200.351 215631 12351893 38 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6648 2195956.51 237517 2584179 6 8 83 0 0 0 0 0 0 17 0 3 4 2 0 26 0 0 0 0
6649 2191011.404 229989 445132 867 3 21 0 0 0 0 0 0 10 121 6 8 11 0 156 0 0 0 0
6650 2197431.035 233255 502162 15 6 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6651 2201819.377 237499 706524 847 6 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6652 2189862.443 235222 661532 868 0 23 0 0 0 0 0 0 0 0 0 0 14 0 14 0 0 0 0
6653 2189706.729 232850 708048 868 2 37 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
6654 2192314.335 232225 493722 5 9 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6655 2192546.092 236898 248728 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6656 2191965.937 229606 1281411 778 2 146 0 0 0 0 0 0 0 53 2 2 7 0 64 0 0 0 0
6657 2221978.076 215838 479304 66 7 19 0 0 0 0 0 0 0 0 3 0 0 0 3 0 0 0 0
6658 2235680.051 234043 661510 699 8 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6659 2218311.37 186523 270006 140 8 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6660 2209826.794 230991 336397 796 7 0 0 0 0 0 8 0 0 18 8 11 0 20 65 0 0 0 0
6661 2214268.64 218509 288658 63 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6662 2198114.786 203554 5261506 47 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6663 2208831.734 198466 3941635 51 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6664 2220091.261 232426 231253 32 2 12 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0
6665 2225651.987 234595 935546 67 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6666 2223369.753 238225 1329974 73 7 18 0 0 0 0 0 0 0 0 0 0 6 2 8 0 0 0 0
6667 2206877.628 232406 7393282 795 4 126 0 0 0 0 0 0 5 0 0 0 0 0 5 0 0 0 0
6668 2207448.588 234609 6202886 786 4 5 0 0 0 0 0 0 0 0 0 6 0 0 6 0 0 0 0
6669 2211376.204 225295 250562 34 7 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6670 2215632.515 216951 1147048 63 7 8 0 0 0 0 4 0 0 0 58 0 0 0 62 0 0 0 0
6671 2210291.769 208111 17525438 60 5 12 0 1317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6672 2212716.133 232049 1512981 29 2 40 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
6673 2213723.1 238351 307183 33 0 7 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
6674 2215041.804 236701 235488 33 9 15 0 0 0 0 0 0 0 0 0 5 0 0 5 0 0 0 0
6675 2214709.093 234747 321171 33 8 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6676 2215015.955 235568 309745 33 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6677 2218667.658 232805 7441929 32 0 162 0 0 0 0 0 0 2 0 0 1 6 0 9 0 0 0 0
6678 2267556.175 220768 4294436 105 5 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6679 2266774.575 218176 307788 124 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6680 2245377.744 198755 9925512 95 8 11 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
6681 2254321.982 206237 7645904 98 6 48 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0
6682 2240867.115 191805 3003561 91 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6683 2191604.197 234821 1017847 5 7 39 24 0 0 0 0 0 0 6 0 0 0 0 6 0 0 0 0
6684 2191870.153 223850 716368 8 8 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6685 2195546.526 224030 438967 22 9 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6686 2197325.295 229955 313192 870 9 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6687 2193943.13 230869 459582 5 2 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6688 2189074.372 236482 610121 1 6 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6689 2189293.311 227225 1212720 8 5 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6690 2189734.246 234318 702834 868 4 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6691 2195209.631 224030 533244 22 3 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6692 2200652.797 228735 710564 869 8 17 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0
6693 2209255.064 186955 1185133 51 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6694 2205659.042 194432 13306708 57 1 28 6 0 0 60 0 0 0 0 2 0 3 0 65 0 0 0 0
6695 2210118.446 219673 267150 39 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6696 2212288.302 217144 8403642 63 8 60 609 0 0 96 0 0 0 157 1 4 6 0 264 0 0 0 0
6697 2209631.393 232969 3110008 796 7 0 0 0 0 0 0 0 0 19 3 650 0 0 672 0 0 0 0
6698 2256019.237 236597 13177932 106 9 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6699 2243599.345 197231 630415 91 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6700 2240692.188 201982 410589 91 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6701 2204660.088 233143 2590030 795 1 5 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0
6702 2206164.976 236425 12918641 786 1 20 0 0 0 9 6 0 97 0 28 109 11 20 280 0 0 0 0
6703 2193151.644 236604 1004463 1 2 28 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0
6704 2194564.531 224393 229369 22 7 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6705 2194649.977 222826 323796 22 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6706 2229787.662 236697 10179093 699 3 11 0 0 0 0 0 0 12 0 0 0 0 0 12 0 0 0 0
6707 2223817.176 226699 416066 71 8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6708 2230603.913 208933 7248374 81 6 3 0 0 0 0 0 0 740 8 120 2 0 0 870 0 0 0 0
6709 2225591.028 215826 271137 76 5 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6710 2240060.931 228948 101209038 72 0 408 0 0 0 0 0 0 8 0 3 2 3 1 17 0 0 0 0
6711 2227369.509 217212 5595102 799 7 18 0 0 0 0 0 0 0 0 4 0 3 0 7 0 0 0 0
6712 2226014.23 185474 2757794 94 9 17 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0
6713 2215993.285 221584 1390736 36 4 6 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
6714 2195735.236 199153 12821453 47 8 35 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
6715 2216640.962 219423 724677 36 5 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6716 2218474.93 224769 350952 37 7 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6717 2203128.606 223064 1812758 24 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6718 2209714.972 212490 1063524 40 3 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6719 2196863.151 192414 865441 46 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6720 2189368.184 192490 509217 45 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6721 2199985.069 197364 666539 49 6 11 0 0 0 0 0 0 0 0 0 5 0 0 5 0 0 0 0
6722 2212739.58 227045 367716 34 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6723 2219057.369 228864 326994 32 1 13 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
6724 2218805.688 224695 446264 37 9 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6725 2197393.68 191810 2311115 46 9 5 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
6726 2201506.485 221633 1107046 782 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6727 2203912.87 219173 5676364 781 9 32 0 0 0 0 0 0 0 25 0 0 2 50 77 0 0 0 0
6728 2210461.283 230516 2581714 34 2 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6729 2204836.892 221588 2205542 24 2 0 0 0 0 0 0 0 3 18 40 33 19 0 113 0 0 0 0
6730 2216510.263 217443 263554 63 4 3 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
6731 2267133.486 226644 14883458 105 1 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6732 2251402.492 220151 7917053 99 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6733 2236191.005 209285 4087110 807 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6734 2189246.079 223596 1444492 8 1 18 0 0 0 0 0 0 0 142 0 0 0 0 142 0 0 0 0
6735 2190024.136 224344 477529 8 5 0 0 0 0 0 0 0 20 25 1 15 1 0 62 0 0 0 0
6736 2189847.187 223081 1391949 8 6 38 0 0 0 22 0 0 7 0 0 3 2 6 40 0 0 0 0
6737 2192521.491 228412 2714344 778 8 153 0 0 0 0 0 0 12 42 0 6 0 16 76 0 0 0 0
6738 2191978.472 231005 438917 5 7 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6739 2190857.315 227483 659696 867 9 5 0 0 0 0 20 0 0 0 4 86 0 0 110 0 0 0 0
6740 2200782.58 226127 238722 780 5 5 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0
6741 2201832.395 224964 113158 21 3 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6742 2190086.282 232501 858511 867 5 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6743 2196496.625 222708 612963 22 8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6744 2189724.975 216186 4878027 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6745 2193825.458 226188 375793 22 4 0 0 0 0 1 8 0 0 12 10 10 2 0 43 0 0 0 0
6746 2198812.857 230091 1214734 869 5 33 0 0 0 0 0 0 0 0 0 0 0 24 24 0 0 0 0
6747 2201965.07 234263 167159 846 5 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6748 2213989.32 173744 42059538 53 8 286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6749 2182163.933 196950 358710 203 1 12 0 0 0 0 0 0 13 0 0 0 0 0 13 0 0 0 0
6750 2185767.939 194128 658451 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6751 2184075.729 194704 1125368 43 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6752 2179257.082 197078 444424 205 5 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6753 2175903.293 190058 306428 209 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6754 2181453.425 235487 162507 159 7 10 0 0 0 0 0 0 0 0 0 18 0 0 18 0 0 0 0
6755 2183964.136 232414 524669 161 5 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6756 2181835.653 228486 106884 160 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6757 2186661.751 235500 738885 4 7 26 0 0 0 0 0 0 0 0 5 25 3 0 33 0 0 0 0
6758 2183888.627 226245 1179161 162 4 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6759 2182607.5 221700 333013 173 0 1 0 0 0 0 0 0 0 1 50 0 0 0 51 0 0 0 0
6760 2177670.2 188171 3002419 207 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6761 2179640.45 185456 20326207 207 8 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6762 2170447.389 186233 8228387 208 2 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6763 2177631.411 196302 2907481 205 0 75 0 0 0 0 0 0 0 0 4 0 0 0 4 0 0 0 0
6764 2179498.741 201158 360376 201 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6765 2176777.849 203232 1656678 201 8 19 0 0 0 0 0 0 5 0 0 0 0 0 5 0 0 0 0
6766 2173557.692 183759 2134769 207 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
6767 2171044.244 207424 455376 199 3 20 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0
6768 2171185.991 208361 280774 199 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6769 2177253.887 202476 256030 201 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6770 2185645.789 186049 589626 207 8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6771 2184458.332 230160 384348 10 4 10 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
6772 2182537.083 219764 738905 174 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6773 2188695.016 222467 188390 11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6774 2188684.195 221579 571246 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6775 2160123.149 196237 2975579 196 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6776 2187907.186 189502 858303 211 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6777 2179334.792 210985 281089 187 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6778 2183748.162 194104 1249331 43 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6779 2186237.27 197366 4965526 43 3 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6780 2183234.915 187699 3302927 207 3 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6781 2184479.26 192639 2724443 697 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6782 2186573.936 203545 459117 48 6 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6783 2186325.327 228558 2170848 9 6 26 0 0 0 0 0 0 0 0 4 9 0 0 13 0 0 0 0
6784 2184329.406 196097 4418772 43 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6785 2181519.388 209415 340496 178 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6786 2184028.679 205186 234653 178 7 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6787 2180571.056 190400 1443343 207 3 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
