ID LINKS XCOORD_P YCOORD_P
2479 3 2235725 271310
2480 2 2235982 271392
2899 2 2235704 271383
2900 3 2235972 271469
3306 3 2236004 269281
4393 2 2234828 271578
3853 4 2237659 269307
9963 3 2237980 269532
11939 2 2236004 269321
13219 2 2235488 269775
14011 2 2234894 269253
14639 2 2236248 267147
14640 2 2234638 267827
14781 2 2235900 269866
11129 2 2236544 269155
14782 1 2236919 269410
14787 2 2233463 269036
3304 3 2233603 269420
14122 2 2234827 269016
13103 1 2234459 266745
14786 1 2233791 268453
14010 2 2234874 269184
2482 2 2234416 270781
2909 3 2234338 270828
4387 5 2234871 270487
4388 2 2234567 270688
4392 3 2234945 270600
4389 3 2234152 270939
4396 3 2234552 270659
2481 3 2234285 270722
4603 3 2233972 271239
4395 2 2234459 271382
4602 2 2234119 270920
13841 1 2233519 269714
13842 2 2235211 269951
4390 2 2233920 271075
4601 2 2233896 271060
4391 5 2233875 271086
4394 2 2234063 271182
14026 2 2235509 270107
4386 4 2235009 270408
13220 2 2235442 269851
4166 2 2237039 269061
3868 3 2237471 269193
11237 3 2236930 267572
11239 1 2236250 267587
14638 2 2236470 267054
11238 1 2236964 267688
3307 3 2236046 269267
9984 1 2237867 266481
3854 2 2237761 269268
14125 1 2238111 268609
14124 1 2237306 268649
3852 2 2237605 269270
14783 1 2237015 269655
8852 3 2232887 289696
8853 1 2233822 289843
8881 3 2232940 288808
8882 1 2233239 288836
9039 1 2230792 284220
9021 3 2230863 284611
9043 1 2230075 284141
9023 3 2229754 284495
9051 3 2228755 283846
9031 4 2228697 284362
9062 3 2228804 283402
9832 1 2233304 285590
9823 3 2232515 285823
9837 1 2232551 284145
9834 3 2232549 285405
9845 1 2234246 284619
11347 3 2236916 284065
8871 3 2233026 289220
12270 2 2233528 289589
8860 3 2233038 289533
9803 3 2232138 286792
14650 2 2234141 287265
13088 3 2234314 287641
9052 1 2229190 284071
9068 1 2228779 283158
3346 3 2229332 285911
3345 3 2230083 287261
8936 4 2230780 287544
8937 1 2230712 287783
3344 3 2230166 287658
8946 2 2230708 287179
8949 3 2231359 286977
8928 3 2231630 287817
8990 3 2229669 285670
12299 1 2228656 286589
12296 3 2229083 287339
12302 3 2230798 288898
3343 3 2230058 289714
9004 3 2229502 285254
9020 1 2230340 284562
9024 2 2229156 284821
9010 1 2229101 284955
8863 3 2228908 289460
12297 3 2228944 287862
12298 1 2229351 288441
8875 1 2229701 289158
9022 1 2231946 284908
8968 1 2231836 286487
8903 1 2233000 288379
8904 3 2232567 288353
8883 3 2232638 288791
8912 3 2232317 288249
8926 3 2231143 288457
8925 3 2231587 287879
12271 2 2231367 287753
12303 1 2231009 289326
8914 1 2232700 288194
8920 1 2232241 287983
8872 1 2232720 289272
9863 3 2235537 282483
9864 3 2234894 282401
9865 1 2233917 283619
9869 1 2234876 282124
9867 1 2235618 282386
9851 3 2235278 283267
9852 1 2235508 283338
9853 1 2235202 283441
11348 3 2237301 283821
11349 1 2236920 283024
11350 3 2237041 283170
9848 1 2236440 283806
9849 3 2236817 283827
11184 2 2236819 283849
9850 1 2236847 283737
11467 3 2237360 283585
11468 1 2237531 283506
11352 1 2237800 283199
3789 3 2235485 287856
3794 2 2235877 288063
9797 1 2237750 287421
9799 1 2237192 287212
9794 3 2237308 287297
9801 3 2236691 286800
9802 1 2236980 287556
9790 3 2236466 287806
11345 1 2234843 287031
11346 3 2234171 287312
11461 1 2235415 285958
11460 3 2235926 285970
11465 1 2235367 284644
11464 3 2235748 284899
11466 1 2235325 285066
12628 1 2235985 287074
3778 3 2235955 288100
13271 1 2235329 290137
3413 3 2234643 288288
8893 3 2233980 288519
8894 1 2234016 288887
8900 3 2233587 288384
8901 1 2233639 288876
8898 3 2233796 288434
8918 1 2233877 288063
8922 3 2233588 287918
8927 1 2233747 287829
8930 1 2233514 287769
13089 1 2234005 287762
3790 2 2235167 287871
12629 1 2235411 287414
11248 1 2236587 285711
11249 3 2235922 285821
11462 3 2236238 285300
11463 1 2236331 285253
9844 1 2236356 284799
9822 1 2236913 286074
9805 3 2237101 286676
9806 1 2237141 286884
9807 1 2236999 286719
3419 3 2236269 288143
9791 1 2237209 287948
12740 3 2235916 289450
13263 3 2236005 289855
13264 1 2236334 290106
12782 1 2235847 289144
9795 1 2237363 287505
12510 1 2237365 289569
2501 2 2243712 273885
2741 2 2242381 273534
2599 3 2246350 274976
3933 3 2243527 267786
9912 3 2242812 277982
9930 3 2243010 276033
9929 3 2243413 276059
9931 1 2243351 276935
9945 3 2244269 272234
9946 3 2244381 272449
9947 3 2243695 272825
9948 1 2245315 272407
9957 3 2243089 270443
9958 1 2243827 270522
9964 3 2244051 269054
9962 3 2242803 269348
10998 2 2243090 275753
9961 3 2242973 269717
10999 2 2243413 270012
11250 3 2242763 271746
11251 1 2243265 272104
11469 3 2241023 272141
11470 3 2241302 272399
11471 3 2242096 272257
12227 3 2241894 273456
12228 4 2243704 274067
11252 3 2242665 271906
12484 3 2243381 272542
12572 2 2241918 272099
13020 3 2243044 273019
13021 3 2244299 273512
13023 3 2243187 272788
13022 3 2243102 272882
13025 1 2243053 272655
3433 3 2243964 275430
13107 3 2242643 275596
13471 2 2245930 267790
13472 2 2246749 272956
13281 2 2242631 266940
14647 2 2239070 271457
13222 2 2241777 272782
3625 3 2242510 268708
4094 2 2239724 268668
11240 3 2240254 270827
11242 3 2241925 271364
11472 3 2240678 271618
11247 3 2241036 271413
11245 3 2241290 272046
4092 2 2238732 268808
14790 2 2239448 266743
14789 1 2239523 266715
11938 2 2238630 268818
11241 1 2240269 271235
14637 2 2238869 270181
14774 3 2240108 270786
14775 3 2240037 271084
13162 1 2238745 270009
14776 3 2240138 271431
14778 2 2239864 271024
14777 1 2240220 271624
4443 3 2241960 266708
4444 3 2242012 266869
4447 3 2241903 266740
4626 3 2241985 266887
4360 4 2242079 267033
4446 3 2241957 266632
13957 2 2241491 266940
13958 1 2241608 267214
13959 1 2241306 266520
13960 2 2241432 266805
4627 3 2241846 266707
13954 2 2241561 266832
13955 3 2241461 266871
4359 3 2242544 266914
4445 3 2242107 267012
13963 2 2242327 266493
13964 1 2242487 266673
3659 2 2242807 268558
14791 2 2242542 268778
11243 4 2241843 271501
11246 1 2242120 271664
12569 3 2242351 271633
11244 3 2241699 271864
12570 1 2243009 271283
12571 1 2242236 272386
11253 1 2242928 271966
9925 1 2240572 276218
9924 3 2241100 276427
9934 4 2240633 275144
9935 1 2240993 275683
9936 3 2241418 274777
9927 3 2241782 276138
9939 4 2241290 274073
9928 2 2241440 276280
14863 3 2242436 274972
9941 1 2239769 273750
9942 3 2239632 274396
9943 1 2238845 273726
2814 2 2241692 273312
13845 2 2241733 273666
14792 2 2241285 273938
13746 1 2241819 273437
9940 1 2241622 274083
9937 1 2241694 274703
13024 1 2242917 272789
14862 1 2242651 274676
14864 1 2242381 274746
9916 3 2241701 277790
9918 1 2241501 276765
9923 3 2241125 276605
9926 4 2242093 276145
9922 3 2242183 276750
11029 2 2241972 276915
11030 2 2242399 277320
9920 3 2242469 276596
9921 1 2242577 276859
9959 3 2244760 269723
4201 3 2244848 267012
3936 2 2244207 267079
9967 1 2244639 268874
14405 1 2244881 267369
9954 3 2245091 270764
9956 1 2245046 271389
9953 1 2243824 271174
9960 1 2245399 270148
9955 1 2245533 270851
14407 2 2247732 267804
14408 2 2247786 267797
2328 5 2247303 275415
2329 3 2247360 275441
2489 2 2244252 274061
2487 2 2245904 274692
2498 2 2247036 275525
2600 3 2246753 275646
2911 2 2247229 275385
2499 4 2246916 275560
3882 2 2245996 275413
3883 2 2245294 274588
3881 2 2245764 274938
3885 2 2244744 274601
11035 1 2246696 273181
11036 3 2245162 274310
14019 2 2245937 274641
3884 3 2244962 274548
13218 2 2244319 273592
13606 2 2245067 274269
14773 2 2243938 273042
13160 1 2244075 274412
13216 2 2243293 274256
13217 1 2243303 274438
12501 1 2245132 272722
3799 2 2244024 276672
3797 2 2244122 277106
9932 1 2244690 275834
3434 3 2243858 275888
3798 3 2243832 276095
3886 2 2243848 275983
2488 3 2246347 274903
2494 2 2246747 275013
2495 2 2247196 275064
13473 2 2246778 273033
13250 2 2246848 274857
14057 3 2246719 274860
13487 3 2246437 274584
13488 3 2246436 274722
13491 3 2246504 274544
13490 3 2246720 274765
13492 2 2246347 274692
13489 4 2246502 274741
14020 2 2246322 274790
14058 3 2246495 274836
2496 2 2247432 275059
2254 4 2247727 275171
2230 2 2247859 275172
9915 3 2245932 277655
9917 1 2246570 277282
9911 1 2246692 277961
3641 3 2243020 285097
3642 3 2242182 287801
3792 2 2242779 284003
3793 2 2243870 280999
3870 3 2242931 283116
9839 3 2243583 284746
9861 3 2241922 282608
11027 1 2245402 282822
11358 3 2239052 283739
11366 3 2239275 284542
11371 4 2240116 284149
11372 3 2240616 284383
11369 3 2239834 284543
11370 3 2240258 284605
11373 3 2240818 283861
11375 3 2241032 284751
12587 1 2238964 284215
12910 2 2247825 283148
9841 3 2247700 284624
9876 3 2240875 279992
9877 1 2240025 280683
9891 1 2240569 279177
9889 3 2240897 279293
9874 3 2240778 280220
11130 2 2239704 281120
11131 2 2239547 281246
11256 3 2241320 281729
9858 3 2240177 282741
9859 1 2240289 282869
11355 3 2238562 282729
11356 1 2238741 283102
11357 3 2238787 282662
11365 1 2239226 282051
11354 1 2238301 283084
9866 3 2240153 282351
9868 1 2240314 282167
9894 3 2241064 279014
9899 1 2240671 278796
9897 3 2241128 278909
9905 1 2240795 278371
9890 1 2240854 279398
9875 1 2241095 280875
9862 1 2241528 282801
13155 1 2242623 282461
11257 1 2241539 281370
11258 1 2241701 281892
11374 1 2241342 284208
3796 2 2240147 288226
3415 3 2239139 288162
9808 3 2238953 286646
9811 1 2239162 287358
9818 3 2239590 285982
3416 3 2239752 288197
11409 3 2241763 287102
11408 3 2242047 287447
11413 1 2242445 287119
11451 3 2241644 287392
12573 3 2241148 287624
9819 3 2239288 286012
9829 3 2238415 285655
9833 1 2239723 285525
11367 3 2239242 284822
11368 1 2239149 285210
9809 1 2238971 286927
11455 4 2238554 289034
3417 3 2238649 288136
9793 1 2238502 287559
3643 3 2238476 288123
11456 1 2238743 289036
12503 3 2238935 289900
12504 1 2238922 289361
12586 1 2239081 289021
11457 1 2238204 289042
11379 3 2241664 285557
11380 1 2242047 286194
11410 3 2241598 286867
11411 1 2242120 286974
11376 3 2241245 285288
11377 1 2241580 284636
11378 3 2241583 285276
11412 1 2240948 287025
12575 3 2241666 287621
12576 1 2241787 287732
12574 1 2241710 288026
9885 3 2245509 279380
9886 1 2245749 279386
9893 3 2245477 279008
3427 3 2244117 278839
14780 2 2245087 279107
9887 1 2245490 279547
9882 3 2246879 279378
9884 1 2246272 279391
9883 1 2247135 279516
9857 1 2245886 282914
9786 3 2246831 287961
9842 1 2245118 285288
11387 1 2245392 286058
11386 3 2245532 286737
11388 1 2245310 287197
12526 1 2244639 288869
9824 3 2244151 285694
9825 1 2244414 286351
11381 3 2243771 286065
11383 1 2243316 285442
9835 3 2243878 285211
9836 1 2243670 285340
11382 1 2243842 287096
9779 1 2243186 290122
11384 3 2247088 286333
11385 3 2245794 286623
11390 1 2246964 285582
12524 3 2247439 286631
11389 1 2246311 286970
12523 2 2247319 286605
9784 3 2246744 288234
9788 1 2247366 287955
9787 3 2247151 287972
9789 1 2247129 287728
9783 1 2247216 288285
19026 4 2267489 236901
20142 2 2268192 239642
19771 3 2269067 236939
20435 1 2266973 227813
20434 3 2268339 227878
19485 3 2268600 222832
20436 3 2267901 222938
20412 2 2267603 229214
20437 2 2268955 226527
20766 3 2267357 232164
29898 1 2263201 218136
29899 3 2264678 219989
30283 3 2266277 218735
29914 3 2258855 218329
30694 3 2258831 218941
30031 3 2265042 216338
22290 3 2266340 242615
19025 3 2267490 234167
30281 1 2267195 218118
30297 1 2263980 208410
16609 2 2255433 198544
16904 2 2255407 198456
19546 1 2258655 197065
19547 3 2257830 197978
29915 1 2258300 218681
30158 1 2255437 206684
30151 3 2255819 207175
30159 1 2254752 206236
30160 3 2254738 207328
30162 1 2254391 206302
29775 3 2254520 207312
30206 3 2258589 202448
30205 3 2258384 202585
30248 1 2258847 206389
30249 3 2258417 206837
30250 3 2258493 206994
30251 1 2258937 206998
30634 2 2260283 206524
30301 3 2260941 208125
30644 3 2258328 204568
30645 1 2258705 204754
30700 3 2259320 203817
30643 3 2258345 204098
30226 3 2258396 202603
30704 1 2258630 202856
30324 3 2255842 206138
30823 3 2257257 215897
30835 2 2258559 217307
30837 2 2256479 206901
30149 3 2256053 207207
30839 2 2259888 207900
30305 2 2251852 208334
30537 3 2256066 212004
16518 2 2253891 200040
16519 3 2252454 201074
16520 3 2253524 200469
16522 3 2254214 199908
16523 3 2253662 200456
16525 2 2253700 200649
16834 3 2253826 199995
16526 3 2253102 200447
16832 3 2252284 200941
16516 3 2252396 200790
16835 2 2252445 200990
19504 3 2251490 200162
19505 1 2251444 201265
20057 3 2255310 198281
19511 3 2252654 199602
19497 3 2255908 200587
30212 3 2255892 201643
30617 2 2255873 204114
19529 1 2248924 197793
19530 3 2250874 197521
19531 1 2250872 198347
19532 3 2250949 197230
19533 1 2251399 197471
19537 1 2252716 197771
19538 3 2252677 198794
19548 4 2249552 196449
19031 3 2249904 198232
19730 1 2251344 197026
19545 3 2250930 197033
19036 3 2251473 195692
19029 3 2251226 196137
19734 3 2250834 199504
19534 3 2250305 197679
19557 1 2249546 196165
19726 1 2250406 196228
19727 3 2250322 196587
19888 3 2249782 195650
19549 3 2249783 196495
19887 1 2249354 195489
20451 1 2249061 195090
20454 1 2249859 195421
19889 3 2250523 196600
19793 3 2250741 196948
20167 4 2250671 197067
20701 3 2250470 197404
20702 2 2250416 197134
19890 1 2250359 196777
20783 2 2250369 197567
19544 3 2250717 196995
19733 1 2250742 198779
20048 3 2251980 195715
20050 1 2252660 195852
20049 1 2251976 196195
16517 3 2253042 200446
16515 3 2252248 200639
19512 3 2252052 200393
19732 3 2252808 199134
19731 1 2253558 199130
16833 2 2252175 201020
30638 1 2250228 201399
19563 3 2256647 196193
19564 2 2256137 196192
20441 2 2256077 196202
20446 3 2255066 197456
20168 3 2255550 196660
20170 1 2255322 196697
20447 1 2255744 197455
20169 1 2255622 197053
16521 3 2254842 199146
16610 2 2255348 198627
16836 2 2254758 199124
16902 2 2255328 198539
19515 3 2255201 199233
19516 1 2255333 199591
19517 1 2254849 199667
19519 4 2255480 198941
16524 3 2254143 200068
19676 1 2255777 198948
19498 1 2255103 200714
19540 3 2257677 197055
19541 1 2257128 197061
22218 2 2257408 196314
22217 2 2257513 196577
19725 1 2257122 196398
19891 3 2257618 196891
19892 1 2258161 197173
30312 4 2255892 202531
30612 3 2256570 202545
30233 3 2258248 203646
30311 1 2254102 201523
30213 1 2255337 201652
30322 1 2254537 205535
30323 3 2255853 205585
30163 1 2255402 205984
30164 3 2255843 206025
30325 1 2255551 206139
30707 3 2255849 205730
30708 1 2255468 205719
30234 1 2256886 203644
30319 2 2257561 201776
30321 3 2257171 201819
30320 3 2257590 202191
30204 3 2258105 202578
30652 2 2257432 202062
30207 3 2256900 202512
30451 3 2257065 201545
30532 3 2256945 201577
30533 3 2257066 201844
30705 3 2256919 201445
30706 1 2256616 201493
20444 3 2257011 201282
20445 3 2256891 201303
20443 2 2256855 201004
30534 1 2256984 201923
30208 2 2256917 202607
30227 1 2258432 202891
30426 3 2258312 204706
30427 1 2257139 204764
30535 3 2258207 205360
30238 3 2258150 205625
30620 3 2257665 206414
30326 3 2258222 205295
30703 1 2257928 205034
30327 1 2258419 205388
30237 1 2257742 205614
30621 2 2257752 206430
30033 3 2253422 213176
30330 2 2254259 213709
30448 3 2251799 212633
30449 3 2252015 213563
29778 3 2255692 214363
30678 3 2251999 212686
30836 2 2252468 212949
29774 3 2254247 207298
30840 2 2253351 207555
29779 3 2255735 214538
30562 3 2249626 210322
29773 3 2251176 209179
29776 3 2251781 209870
30105 1 2252198 209852
30306 2 2250664 209327
30843 2 2250444 209438
30564 3 2249767 210931
30715 2 2250259 211591
30716 2 2249519 211544
30561 2 2248917 210173
30563 2 2249673 210446
30139 3 2252533 207718
30838 2 2251740 208526
29772 3 2251472 208964
30124 1 2251995 208798
30304 2 2252734 207684
30140 1 2252698 208004
30833 2 2251845 211592
30679 3 2251811 212291
30677 2 2251904 212579
30539 3 2252020 213687
30540 2 2252042 214120
30680 1 2251814 214147
30032 1 2253511 212948
30098 3 2256275 210248
30099 1 2254563 211134
30150 3 2256374 209386
30152 4 2255818 207321
30328 3 2256079 211881
30329 1 2255671 211910
30257 3 2255505 208009
30125 3 2255071 208533
30258 1 2255519 208723
30303 2 2254996 207345
30126 3 2254844 208756
30698 1 2254274 209719
30147 1 2254034 207860
30841 2 2254690 207324
30609 2 2255718 207993
30699 2 2254853 208789
30263 1 2257978 209031
30538 1 2258162 212014
29951 1 2256412 216824
29952 3 2255688 216926
30682 3 2255722 214644
30681 3 2255830 214641
30824 1 2258140 215723
30536 2 2254788 213939
30016 1 2255477 213335
29777 3 2255440 214128
30683 2 2255688 216966
30684 1 2255419 217775
30701 3 2259286 204173
30627 2 2259263 203452
30246 3 2260259 206447
30702 1 2258798 204136
30245 1 2259951 206426
30065 1 2264898 211939
30030 3 2264652 213408
30265 3 2261175 212109
29992 3 2260395 215454
30543 3 2259597 212148
30544 3 2258912 212932
30545 3 2259260 212913
30542 3 2258584 211472
30546 3 2260076 212535
30264 3 2261323 208358
30697 2 2263549 208544
30302 2 2261093 208221
30593 3 2260364 212211
30597 1 2260012 209615
30844 2 2259966 207897
30541 3 2258597 211123
30549 3 2260336 212007
30595 3 2260317 211235
30550 1 2259447 211248
30596 1 2258614 210603
30548 1 2259407 211630
30547 1 2259627 212709
30551 1 2259270 212513
30599 1 2259897 210590
29993 3 2258868 217638
30293 2 2258863 218122
30834 2 2258859 218224
30298 3 2263793 208470
30822 1 2263910 210583
30658 2 2265724 217936
30282 3 2266079 218485
30657 2 2265385 217150
19024 3 2265690 229923
19386 3 2265713 231211
19802 3 2267423 230111
19803 3 2267365 231665
20375 2 2257665 226180
20374 2 2258432 226213
20140 3 2254496 228803
19895 3 2255582 231092
20426 3 2258740 238171
20428 3 2258101 238234
19339 3 2249087 230625
20483 1 2249491 231343
22219 3 2260934 230486
19796 3 2260851 234366
22220 1 2262065 231277
27106 3 2260115 239666
30289 4 2258866 220852
20420 3 2255998 222935
19801 3 2259379 222681
22231 3 2250695 228621
19464 3 2259766 226238
20421 3 2256173 224298
20422 3 2255557 225060
19470 3 2250277 224936
20139 3 2253439 228349
19471 3 2249763 225736
19403 3 2249751 228608
19399 4 2249649 228614
19400 1 2249197 229771
19902 1 2249987 229862
19401 3 2249298 228673
22232 1 2250769 229928
20485 1 2249037 228313
19338 1 2249288 230558
20423 1 2256672 224478
19447 3 2255520 227375
19448 3 2255377 228473
19450 3 2257171 227431
19746 1 2257704 229602
19747 1 2256334 229906
20378 2 2255550 225836
20137 3 2255953 232669
20138 3 2254118 239283
20424 3 2257406 238176
20432 3 2251018 239209
20425 2 2256826 239357
25194 3 2249117 239686
20134 3 2250338 239195
20136 3 2250841 239204
28744 2 2249866 239351
20133 1 2250447 238432
27288 2 2249719 240675
19126 1 2251110 236786
19127 3 2250877 239204
20135 1 2250868 237723
20431 1 2251248 238360
19896 1 2256364 231166
22281 3 2256786 240299
22293 2 2254693 239321
27135 1 2253620 239988
20429 1 2258110 238503
19409 1 2263265 229079
19022 3 2263021 229222
19451 1 2263474 226741
18970 3 2261005 226730
19893 3 2264657 223582
19894 1 2266002 225106
20440 2 2261048 224823
19797 3 2261044 224929
20703 3 2264503 223711
19016 3 2261027 225690
20705 3 2264523 229405
30585 3 2263355 222531
20268 3 2262505 223535
30587 1 2262973 221144
20438 3 2264745 223492
20269 3 2261878 223601
19800 3 2260332 223593
30695 1 2261684 219329
30693 1 2260747 220707
19799 2 2259493 222882
30584 1 2262512 221991
30588 1 2261922 222506
18971 3 2260965 228878
18972 3 2261019 226250
19798 1 2261547 224948
20439 1 2266393 224182
30586 1 2263568 223050
20704 1 2264638 224281
19023 3 2265436 229840
19465 1 2265311 228237
20706 1 2264381 229851
19017 3 2260924 236889
19018 4 2265311 237170
19901 3 2260874 235928
20418 1 2264225 234028
22229 3 2260683 237655
20368 2 2260840 235105
20366 2 2260838 235640
19237 3 2260840 234890
19795 1 2260733 234172
19236 1 2261134 234842
19900 1 2261084 235890
19767 3 2260469 238355
19766 1 2260382 237816
20427 1 2258822 238583
20430 1 2258465 237145
19109 1 2259830 238804
19110 3 2260401 238919
20151 2 2260378 239439
22230 1 2261318 237679
27133 1 2260790 242301
19897 3 2265431 232388
19898 1 2265919 232415
20419 1 2265654 233446
20767 3 2267291 232214
19899 1 2265451 232519
19804 3 2267310 232120
20141 2 2265661 239572
27104 1 2264669 240542
27103 1 2266797 241877
19484 1 2268858 222809
30689 1 2268588 222242
20433 2 2268930 227222
18967 1 2274147 235412
18968 4 2273316 236950
19021 3 2271434 236974
19256 1 2270783 235890
19020 3 2270568 236958
20371 2 2269159 235600
19019 3 2269109 236939
22292 3 2273857 240774
20370 2 2269516 234992
20417 1 2269599 234767
19772 1 2269504 239051
19174 1 2271438 237466
19770 2 2273476 239722
27110 1 2275503 241210
10073 2 2256316 266256
6856 3 2256751 267334
10074 3 2256686 266052
10078 3 2257538 267007
10079 2 2256049 265955
10070 2 2255977 266639
10098 3 2252887 263915
6848 3 2254085 267909
11038 2 2268385 263148
10088 3 2265063 264574
11341 3 2262330 265806
11342 2 2262600 266646
11750 3 2257897 266472
11738 3 2257705 266754
11751 3 2258097 266179
11773 3 2261669 266109
11774 2 2262037 266935
12943 2 2267676 272220
11059 2 2265479 273198
12946 2 2264190 266928
31777 4 2258287 265970
13457 3 2258969 266719
13486 2 2261040 266383
13476 3 2259475 267023
13482 2 2251453 267053
14771 2 2266221 269966
12944 2 2267827 271806
28126 2 2268322 248278
25069 4 2267346 248876
28153 2 2267413 252811
28154 2 2269650 256933
28156 2 2268235 257348
28157 2 2267273 257764
11731 3 2257296 267310
11703 3 2256079 268066
13256 1 2265204 278485
10081 1 2257689 265716
10082 3 2258021 266284
10124 3 2259490 258290
10117 3 2257304 260704
22464 3 2253071 254296
22378 2 2251312 257216
22478 3 2249958 253825
22447 3 2250450 255257
22931 1 2253405 254958
22932 3 2255123 254115
22933 2 2255329 254791
22938 3 2249915 253643
22939 1 2248328 255462
25045 3 2260741 252915
25046 3 2260412 255260
26091 2 2255679 254598
26093 1 2257574 253936
25242 2 2259110 256441
27139 3 2261051 254523
27141 3 2261852 255904
27137 3 2256959 248957
25062 3 2258299 250303
25072 3 2258880 248215
27362 3 2260290 256973
22945 3 2254285 252917
25055 3 2262334 252243
10096 3 2256428 263967
31783 4 2258187 265896
31778 2 2257982 266342
25232 1 2249249 248438
25233 3 2250607 250184
27226 3 2253303 245736
27228 3 2253132 245840
27227 3 2254101 246865
27253 2 2252727 247463
27366 2 2253668 253515
27234 3 2256060 248639
28732 3 2256834 248869
28733 3 2256977 248579
28734 3 2257503 248686
28746 2 2252750 245047
28747 2 2253248 245634
28753 2 2255685 249054
27255 2 2252224 248299
28758 2 2251803 249173
25348 3 2250819 244067
25349 1 2250491 244806
25350 3 2250820 244868
27204 3 2249305 245450
27205 3 2249467 245692
27207 1 2249740 245312
27216 3 2250554 245389
27217 1 2250942 245582
27218 3 2250528 245611
27219 1 2251300 245739
27220 3 2250129 245673
25343 3 2249463 243963
27277 1 2252802 245568
27273 3 2252326 245818
27285 1 2252973 245500
28743 2 2251835 244281
25344 3 2249276 244325
25346 1 2248818 244059
27151 3 2249152 244812
27153 1 2249583 244889
25342 1 2249155 243891
25345 3 2248918 244562
27152 4 2249266 245104
27206 1 2248820 245391
27215 1 2248904 245111
27150 1 2248738 244840
27225 1 2249505 245208
27209 1 2248736 245740
27208 3 2249045 245954
27211 1 2248460 246032
27210 3 2248930 246153
27212 3 2248878 246480
27213 1 2248582 246805
27214 1 2248448 246385
27222 3 2249685 246058
27223 1 2249552 246191
27221 1 2250087 246000
25347 3 2251294 243817
28742 2 2251722 244188
28745 2 2252343 244708
27143 3 2251118 244987
27144 3 2251383 245128
27146 1 2251313 245277
27147 1 2251039 245139
27145 1 2251662 245476
27275 3 2252078 246416
27276 3 2251651 246590
27286 3 2251984 246157
27287 1 2252262 246232
27280 1 2251570 246622
27274 3 2252523 245918
27278 1 2252767 245797
27281 1 2252157 246591
27254 2 2252408 247890
22947 1 2251039 252594
22501 3 2249842 253387
22935 3 2251456 254047
28763 2 2249778 251028
28764 2 2249881 251848
28760 2 2250332 250381
28761 2 2249919 250698
28762 2 2249834 250788
28759 2 2250501 250259
25274 2 2250115 252491
31854 4 2249792 253288
27364 2 2250139 252422
31852 4 2249813 253354
22934 2 2252430 253973
22937 3 2252316 253706
26095 1 2252020 253004
26096 3 2252175 253355
26097 1 2252437 253248
27233 3 2255681 248559
28144 1 2254430 243188
28740 3 2256319 247575
28737 3 2257044 247586
28741 1 2256206 247206
27235 1 2255811 248105
28736 3 2257232 247930
32504 1 2256459 246362
28735 1 2257621 248643
27296 2 2254929 251289
26092 2 2254853 251732
28754 2 2255540 249132
28757 2 2255161 249336
28149 2 2254976 250510
28756 2 2255393 249211
28755 2 2255492 249161
28150 2 2254961 250827
22941 3 2254669 253459
22946 1 2254851 252875
22943 3 2254883 253309
27365 2 2253777 253392
22936 3 2254926 253833
22940 1 2255264 253563
22944 1 2255044 253328
27138 1 2256204 249878
2804 3 2253096 263360
3446 3 2252871 263445
10107 4 2253201 262480
10106 3 2252761 263098
10121 3 2254214 259876
10115 3 2255364 261023
10120 5 2251834 260443
13441 3 2253131 262224
13442 2 2252648 262362
13467 2 2253354 259970
10123 3 2252683 260032
14381 3 2253050 261921
14387 3 2254217 263491
14388 4 2252959 263613
11696 3 2253328 263551
10119 4 2252038 260397
14392 3 2252135 260628
3445 3 2250806 264604
22372 3 2250838 257273
22374 1 2250050 257619
22432 3 2250751 256075
22444 3 2251151 255511
22921 1 2252458 257245
22918 3 2252421 257653
22922 3 2250787 256385
22923 1 2249989 257131
22373 3 2250837 257361
27368 2 2250828 257696
22929 1 2250123 255374
22925 1 2252037 255574
22924 3 2251403 255867
27367 2 2250756 256130
22928 1 2251356 255433
28768 2 2250817 256651
10122 3 2252595 258834
13443 2 2251819 259835
13480 2 2250935 258348
11730 3 2251681 259535
22912 3 2251798 258317
22913 2 2251575 257819
22914 1 2251485 257862
22915 3 2250878 258126
13478 1 2251215 259832
13479 2 2251336 260296
22911 1 2252783 258676
13434 3 2252527 260060
13435 1 2251993 259476
3444 3 2251788 263656
3927 2 2249143 265134
11691 2 2251738 263547
13474 1 2250775 264397
14397 3 2252363 261766
14389 3 2252399 262094
14386 3 2252871 261275
4688 4 2252383 261587
4508 4 2252494 261610
4689 4 2252465 261494
14383 3 2252209 260716
14384 4 2252145 261458
4686 3 2252900 261385
14396 3 2252035 261373
14398 3 2252607 261335
14401 3 2252479 261552
14402 4 2252520 261716
14382 4 2252387 261755
14403 3 2252548 261818
14404 3 2252439 261380
14393 3 2252052 261511
14394 2 2252129 261829
14395 3 2252103 261483
14385 1 2252148 261487
4506 3 2252932 261498
4507 4 2252665 261568
4687 4 2252636 261448
14399 3 2252705 261736
14400 3 2252688 261667
14390 3 2252468 262356
14391 2 2252503 262204
14839 1 2251318 264362
11693 1 2255006 259389
10090 3 2255790 264653
10086 3 2255217 264735
10100 3 2255282 263643
10101 3 2255604 263694
10104 1 2255933 263154
10099 3 2255921 263806
10105 1 2255619 263144
10108 3 2256543 261675
10109 3 2254180 263385
10110 4 2255644 261211
10111 1 2254714 261665
10112 3 2255492 261112
11736 3 2255665 264200
11734 3 2255240 264203
