,WADDR_ID,WXCORD,WYCORD
706,535 CHESTNUT ST_CHATTANOOGA_TN,-85.31184553333334,35.05016856666667
707,537 BROAD ST_CHATTANOOGA_TN,-85.310725,35.0497224
708,537 MARKET ST_CHATTANOOGA_TN,-85.3100539,35.049944
709,540 MCCALLIE AVE_CHATTANOOGA_TN,-85.303645,35.046168
710,540 PARK CITY ROAD_ROSSVILLE_GA,-85.267321,34.951414
711,5400 CASSANDRA SMITH RD_CHATTANOOGA_TN,-85.205635,35.138275
712,5402 ANSLEY DR_CHATTANOOGA_TN,-85.326497,34.989299
713,5414 HIXSON PIKE_CHATTANOOGA_TN,-85.230076,35.14124
714,5440 HWY 153_CHATTANOOGA_TN,-85.2477266,35.1382913
715,550 1ST ST NW_CLEVELAND_TN,-84.8833246,35.1626793
716,5501 BRAINERD RD_CHATTANOOGA_TN,-85.220345,35.010393
717,5502 MOUNTAIN BREEZE DR_CHATTANOOGA_TN,-85.109938,35.015724
718,5511 BONNY OAKS DR_CHATTANOOGA_TN,-85.182754,35.0739187
719,5531 HWY 41_RINGGOLD_GA,-85.137088,34.934434
720,5536 HUNTER RD_OOLTEWAH_TN,-85.079544,35.105431
721,5572 LITTLE DEBBIE PKWY_OOLTEWAH_TN,-85.066051,35.081805
722,5600 BRAINERD RD # 3_CHATTANOOGA_TN,-85.215383,35.009803
723,5600 BRAINERD RD # C2_CHATTANOOGA_TN,-85.215383,35.009803
724,5600 BRAINERD RD C326_CHATTANOOGA_TN,-85.215383,35.009803
725,5600 BRAINERD RD_CHATTANOOGA_TN,-85.215383,35.009803
726,5605 BRIANERD RD_CHATTANOOGA_TN,-85.2202,35.009904
727,5612 HIXSON PIKE_CHATTANOOGA_TN,-85.2201219,35.1470898
728,5627 MAIN ST_OOLTEWAH_TN,-85.0621728,35.075074
729,5636 BATTLEFIELD PKWY_INDIAN SPRINGS_GA,-85.172312,34.929539
730,5637 HWY 58_CHATTANOOGA_TN,-85.2745358,35.0597216
731,5704 MARLIN RD_CHATTANOOGA_TN,-85.210783,35.007683
732,5705 MARLIN RD # 1400_CHATTANOOGA_TN,-85.211294,35.008417
733,5705 MARLIN RD_CHATTANOOGA_TN,-85.211294,35.008417
734,5705 MIDDLE VALLEY ROAD_HIXSON_TN,-85.222457,35.154515
735,571 CASTLEVIEW DR_INDIAN SPRINGS_GA,-85.149796,34.965599
736,5712 RINGGOLD RD_EAST RIDGE_TN,-85.2242009,34.990021
737,5715 CORNELISON RD # 6600_CHATTANOOGA_TN,-85.208837,35.006846
738,5719 RIVER GLADE DR_CHATTANOOGA_TN,-85.1838073,35.0942668
739,5722 MAIN ST_OOLTEWAH_TN,-85.059527,35.078337
740,5731 MAIN ST_OOLTEWAH_TN,-85.0598504,35.0784527
741,5736 BRAINERD RD_CHATTANOOGA_TN,-85.212642,35.012444
742,5746 MARLIN RD # 602_CHATTANOOGA_TN,-85.207955,35.009095
743,5751 UPTAIN RD_CHATTANOOGA_TN,-85.2095819,35.0104992
744,5764 TENNESSEE 153_CHATTANOOGA_TN,-85.246697,35.15374
745,58 HOG JOWL RD_COOPER HEIGHTS_GA,-85.3684166,34.7549232
746,5800 GRUBB RD_CHATTANOOGA_TN,-85.242576,35.154482
747,5800 GRUBB RD_HIXSON_TN,-85.242576,35.154482
748,584 S CREST RD_CHATTANOOGA_TN,-85.273921,34.994419
749,5870 HWY 153_HIXSON_TN,-85.247426,35.162091
750,5921 PINEHURST ST_CHATTANOOGA_TN,-85.2013375,35.0293912
751,5926 BRAINERD RD_CHATTANOOGA_TN,-85.2085223,35.0160049
752,5928 HIXSON PIKE # 112_HIXSON_TN,-85.2061,35.14883
753,5934 SAWYER RD_SIGNAL MOUNTAIN_TN,-85.308695,35.184068
754,5940 TENNESSEE 58_HARRISON_TN,-85.127557,35.114794
755,5953 BRAINERD RD_CHATTANOOGA_TN,-85.207884,35.016928
756,5959 SHALLOWFORD RD # 519_CHATTANOOGA_TN,-85.193396,35.05641
757,5959 SHALLOWFORD RD_CHATTANOOGA_TN,-85.193396,35.05641
758,597 CLAIRE ST_ROSSVILLE_GA,-85.263209,34.983762
759,600 MARKET ST_CHATTANOOGA_TN,-85.308984,35.049149
760,600 RIVER TERMINAL RD_CHATTANOOGA_TN,-85.2729899,35.070201
761,601 INDUSTRIAL BLVD_SALE CREEK_TN,-85.130708,35.350135
762,601 MARKET STREET_CHATTANOOGA_TN,-85.31003,35.049335
763,601 WALNUT ST_CHATTANOOGA_TN,-85.3074838,35.0497083
764,6011 CENTURY OAKS DR_CHATTANOOGA_TN,-85.184758,35.079189
765,6016 SHALLOWFORD RD # 400_CHATTANOOGA_TN,-85.188104,35.050103
766,6017 OOLTEWAH GEORGETOWN RD_CHATTANOOGA_TN,-85.0576858,35.0844079
767,6020 SHALLOWFORD RD_CHATTANOOGA_TN,-85.188559,35.051377
768,6025 LEE HWY_CHATTANOOGA_TN,-85.190701,35.027932
769,605 GLENWOOD DR # 404_CHATTANOOGA_TN,-85.25949,35.039773
770,6050 SHALLOWFORD RD_CHATTANOOGA_TN,-85.1862079,35.052043
771,6060 SHALLOWFORD RD_CHATTANOOGA_TN,-85.1868597,35.0537678
772,607 5TH AVE_DALTON_GA,-84.9536887,34.7656125
773,61 LYTLE RD_CHICKAMAUGA_GA,-85.2736893,34.9130333
774,610 NORTH VIEW ST_LAFAYETTE_GA,-85.2780454,34.7158609
775,6100 TENNESSEE 58_HARRISON_TN,-85.12324,35.117621
776,6101 ENTERPRISE PARK DR_CHATTANOOGA_TN,-85.189969,35.072992
777,6101 MOUNTAIN VIEW RD_OOLTEWAH_TN,-85.063297,35.091246
778,6104 PRESERVATION DR_CHATTANOOGA_TN,-85.187677,35.074495
779,611 MCCALLIE AVE_CHATTANOOGA_TN,-85.3004031,35.0455393
780,6116 SHALLOWFORD ROAD_CHATTANOOGA_TN,-85.182875,35.051294
781,6120 TENNESSEE 58_HARRISON_TN,-85.124135,35.119879
782,6125 PRESERVATION DR # 140_CHATTANOOGA_TN,-85.186241,35.076078
783,6125 PRESERVATION DR_CHATTANOOGA_TN,-85.186241,35.076078
784,6131 PRESERVATION DR_CHATTANOOGA_TN,-85.1859072,35.0749483
785,6131 RELOCATION WAY_OOLTEWAH_TN,-85.057494,35.092021
786,6133 BAYSHORE DR_HARRISON_TN,-85.136911,35.123848
787,6138 PRESERVATION DR_CHATTANOOGA_TN,-85.184366,35.0744169
788,614 MAIN ST_DALTON_GA,-84.979988,34.786068
789,6148 LEE HIGHWAY_CHATTANOOGA_TN,-85.188483,35.028051
790,6148 LEE HWY # 116_CHATTANOOGA_TN,-85.188333,35.026979
791,615 DERBY ST_CHATTANOOGA_TN,-85.26283095714287,35.041556
792,615 MCCALLIE AVE # 1151_CHATTANOOGA_TN,-85.29945,35.045677
793,615 MCCALLIE AVE_CHATTANOOGA_TN,-85.29945,35.045677000000005
794,616 EAST WALNUT AVE_DALTON_GA,-84.957417,34.761602
795,616 W WALNUT AVE_DALTON_GA,-84.9742606,34.761476
796,6188 ADAMSON CIR_CHATTANOOGA_TN,-85.182732,35.073407
797,6206 BONNY OAKS DRIVE_CHATTANOOGA_TN,-85.180172,35.073712
798,6210 HIXSON PIKE_HIXSON_TN,-85.199791,35.152089
799,6225 TENNESSEE 58_HARRISON_TN,-85.125565,35.122538
800,6229 VANCE RD_CHATTANOOGA_TN,-85.186,35.03145
801,6231 PERIMETER DR_CHATTANOOGA_TN,-85.183476,35.029764
802,6236 LEE HWY_CHATTANOOGA_TN,-85.184106,35.03063
803,6240 PERIMETER DRIVE_CHATTANOOGA_TN,-85.182023,35.0278
804,6241 PERIMETER DR_CHATTANOOGA_TN,-85.181797,35.029553
805,6246 RINGGOLD RD_CHATTANOOGA_TN,-85.212485,34.989739
806,625 MARLBORO AVE_CHATTANOOGA_TN,-85.240512,35.004562
807,629 MARKET ST_CHATTANOOGA_TN,-85.3096,35.048689
808,630 MISSISSIPPI AVENUE_SIGNAL MOUNTAIN_TN,-85.348849,35.121739
809,6310 BONNY OAKS DR_CHATTANOOGA_TN,-85.174233,35.0740864
810,6311 DAYTON BLVD_HIXSON_TN,-85.2509657,35.1766445
811,6312 DAYTON BLVD_HIXSON_TN,-85.251074,35.177036
812,633 CHESTNUT ST_CHATTANOOGA_TN,-85.312117,35.048525
813,6349 SEA HAVEN DR_MIDDLE VALLEY_TN,-85.178717,35.145787
814,639 MARKET ST_CHATTANOOGA_TN,-85.3095504,35.0486502
815,640 MORRISON SPRINGS RD_CHATTANOOGA_TN,-85.30625193333333,35.122992
816,6447 SLYGO RD_MORGANVILLE_GA,-85.439966,34.970744
817,6459 SOLITUDE DR_HARRISON_TN,-85.166706,35.125645
818,65 STUART RD_FORT OGLETHORPE_GA,-85.239138,34.949387
819,650 COLLEGE DR_DALTON_GA,-85.003111,34.77275426666666
820,650 MCCALLIE AVE_CHATTANOOGA_TN,-85.299909,35.044776
821,650 OAKLAND ROAD_SWEETWATER_TN,-84.497056,35.624862
822,651 E 4TH ST # 402_CHATTANOOGA_TN,-85.302038,35.051908
823,651 E 4TH ST #200_CHATTANOOGA_TN,-85.302038,35.051908
824,651 E 5TH ST_CHATTANOOGA_TN,-85.3025623,35.050353
825,6511 MIDDLE VALLEY RD_MIDDLE VALLEY_TN,-85.2133039,35.1637259
826,6514 RINGGOLD ROAD_CHATTANOOGA_TN,-85.20724,34.989056
827,6576 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.189665,35.018772
828,658 INDUSTRIAL BLVD_SALE CREEK_TN,-85.135236,35.346521
829,66 MAIN STREET_RINGGOLD_GA,-85.173169,34.928844
830,66 WESTBROOK RD_RINGGOLD_GA,-85.179942,34.844364
831,6611 E BRAINERD RD_CHATTANOOGA_TN,-85.18610095,35.0189715
832,6623 LEE HIGHWAY_CHATTANOOGA_TN,-85.17645,35.039471
833,6707 HIXSON PIKE_HIXSON_TN,-85.191358,35.163843
834,6711 MOUNTAIN VIEW RD_OOLTEWAH_TN,-85.052923,35.10527
835,6712 CUSTOMER DELIGHT DR_CHATTANOOGA_TN,-85.180477,35.032294
836,6721 HICKORY BROOK RD_CHATTANOOGA_TN,-85.165356,35.052655
837,6727 HERITAGE BUSINESS CT_CHATTANOOGA_TN,-85.1742732,35.0359972
838,6728 RINGGOLD RD_EAST RIDGE_TN,-85.19747,34.987602
839,6730 CUSTOMER DELIGHT DR_CHATTANOOGA_TN,-85.179614,35.031495
840,6735 STANDIFIER GAP RD_CHATTANOOGA_TN,-85.164256,35.057639
841,6800 RINGGOLD RD_EAST RIDGE_TN,-85.191379,34.987872
842,6805 STANDIFER GAP RD_CHATTANOOGA_TN,-85.1591535,35.056431450000005
843,6810 TEAL LANE_OOLTEWAH_TN,-85.091887,35.114411
844,6810 TEAL LN_HARRISON_TN,-85.091887,35.1144109
845,6815 SHALLOWFORD RD_CHATTANOOGA_TN,-85.164985,35.046558
846,6823 DEERWOOD DR_HARRISON_TN,-85.125195,35.114224
847,6836 TYNER RD_CHATTANOOGA_TN,-85.15565509999999,35.062264133333336
848,6868 WATTS BAR HWY_SPRING CITY_TN,-84.789624175,35.602207125
849,6925 SHALLOWFORD RD # 300_CHATTANOOGA_TN,-85.160356,35.045089
850,694 MANUFACTURERS RD_CHATTANOOGA_TN,-85.319749,35.060985
851,699 PINE ST_CHATTANOOGA_TN,-85.3126414,35.0483107
852,700 MANUFACTURERS RD_CHATTANOOGA_TN,-85.320877,35.059871
853,700 RIVER TERMINAL RD_CHATTANOOGA_TN,-85.271344,35.0703559
854,700 VINE STREET_CHATTANOOGA_TN,-85.298756,35.047737
855,700 WOODVALE AVE_CHATTANOOGA_TN,-85.22545,35.021908
856,7001 SHALLOWFORD RD_CHATTANOOGA_TN,-85.159615,35.044716
857,701 BROWNS FERRY RD_CHATTANOOGA_TN,-85.35673,35.044528
858,701 CHEROKEE BLVD_CHATTANOOGA_TN,-85.318132,35.070202
859,701 HOOKER RD_CHATTANOOGA_TN,-85.304614,34.99359
860,701 MARKET ST_CHATTANOOGA_TN,-85.3095208,35.0483701
861,7016 HOMESTEAD CIR_MIDDLE VALLEY_TN,-85.205743,35.177061
862,7017 SHALLOWFORD RD_CHATTANOOGA_TN,-85.157514,35.043234
863,702 FRANKLIN ST_CHATTANOOGA_TN,-85.30607,35.069891
864,702 MOCCASIN BEND RD_CHATTANOOGA_TN,-85.331199,35.055214
865,702 SIGNAL MOUNTAIN BLVD_SIGNAL MOUNTAIN_TN,-85.349547,35.122265
866,7030 LEE HIGHWAY_CHATTANOOGA_TN,-85.159679,35.046098
867,7036 SPORTSMAN DR_HARRISON_TN,-85.113033,35.1260679
868,7045 ELY FORD PLACE_MIDDLE VALLEY_TN,-85.183379,35.171196
869,705 E 4TH ST_CHATTANOOGA_TN,-85.30117,35.051583
870,7053 TAILWINDS DR_LAKESITE_TN,-85.103743,35.169574
871,707 GRAND MOUNTAIN DR_CHATTANOOGA_TN,-85.122914,35.068988
872,707 OLD DALTON ELLIJAY RD_CHATSWORTH_GA,-84.7865582,34.7776806
873,7108 ENTERPRISE S BLVD_CHATTANOOGA_TN,-85.1450571,35.069841
874,711 EASTGATE LOOP_CHATTANOOGA_TN,-85.210296,35.006884
875,7110 EAST BRAINERD RD_CHATTANOOGA_TN,-85.171519,35.017802
876,7111 LEE HWY_CHATTANOOGA_TN,-85.1577127,35.0478474
877,712 PARKVIEW DR_CHATTANOOGA_TN,-85.226017,35.02317
878,7127 LEE HWY_CHATTANOOGA_TN,-85.157057,35.049371
879,713 CHERRY ST_CHATTANOOGA_TN,-85.3085385,35.0480261
880,715 MARKET STREET_CHATTANOOGA_TN,-85.309986,35.047905
881,715 MARKET ST_CHATTANOOGA_TN,-85.309986,35.047905
882,716 E 48TH ST_CHATTANOOGA_TN,-85.3071884,34.993165
883,716 INDUSTRIAL BOULEVARD_RINGGOLD_GA,-85.118937,34.9035
884,72 STEAM PLANT ACCESS RD_STEVENSON_AL,-85.7864097,34.9050184
885,720 SMYRNA RD_EVENSVILLE_TN,-84.930656,35.576686
886,7200 SHALLOWFORD RD # 106_CHATTANOOGA_TN,-85.154805,35.041648
887,7205 AVENTINE WAY_CHATTANOOGA_TN,-85.168161,35.016219
888,721 EASTGATE LOOP ROAD_CHATTANOOGA_TN,-85.215307,35.006348
889,7213 NOAH REID RD_CHATTANOOGA_TN,-85.180251,35.053895
890,7230 LEE HIGHWAY_CHATTANOOGA_TN,-85.150196,35.051109
891,7236 BONNY OAKS DR_CHATTANOOGA_TN,-85.1402664,35.0600367
892,7239 BONNY OAKS DR_CHATTANOOGA_TN,-85.1395788,35.0630215
893,724 HOGAN RD_ROSSVILLE_GA,-85.288141,34.957678
894,7268 JARNIGAN RD_CHATTANOOGA_TN,-85.159862,35.029214
895,727 EAST 11TH STREET_CHATTANOOGA_TN,-85.300153,35.040675
896,730 JONES RD_CHATTANOOGA_TN,-85.144586,34.843405
897,7314 SHALLOWFORD RD_CHATTANOOGA_TN,-85.152473,35.040829
898,7324 NOAH REID ROAD_CHATTANOOGA_TN,-85.175328,35.061407
899,7331 ROYAL HARBOUR CIR_HARRISON_TN,-85.078234,35.140862
900,7334 LEE HIGHWAY_CHATTANOOGA_TN,-85.147474,35.053478
901,7335 HIXSON PIKE_HIXSON_TN,-85.177352,35.171064
902,7339 LEE HIGHWAY_CHATTANOOGA_TN,-85.147989,35.054047
903,7351 ENTERPRISE SOUTH BLVD_CHATTANOOGA_TN,-85.147425,35.069274
904,736 INTERMONT RD_CHATTANOOGA_TN,-85.276035,35.107738
905,736 MARKET ST # 700_CHATTANOOGA_TN,-85.308894,35.047319
906,736 MARKET STREET_CHATTANOOGA_TN,-85.309482,35.047853
907,740 E 12TH ST_CHATTANOOGA_TN,-85.301135,35.038859
908,7405 SHALLOWFORD RD_CHATTANOOGA_TN,-85.1500312,35.0403602
909,7420 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.163158,35.014434
910,7421 COMMONS BLVD_CHATTANOOGA_TN,-85.1491922,35.0359933
911,7442 COMMONS BLVD_CHATTANOOGA_TN,-85.148017,35.033777
912,7453 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.161342,35.014519
913,7469 ENTERPRISE SOUTH BLVD_CHATTANOOGA_TN,-85.147425,35.069274
914,7490 ZIEGLER RD_CHATTANOOGA_TN,-85.159047,35.019189
915,75 5TH ST NW_ATLANTA_GA,-84.389484,33.777328
916,7501 STANDIFER GAP RD_CHATTANOOGA_TN,-85.139237,35.053122
917,7510 S DENT RD_HIXSON_TN,-85.204485,35.1903549
918,7540 E BRAINERD RD # 102_CHATTANOOGA_TN,-85.160637,35.01276
919,7550 E BRAINERD RD # 101_CHATTANOOGA_TN,-85.159841,35.01313
920,7555 GOODWIN RD_CHATTANOOGA_TN,-85.1482149,35.030384
921,7620 SHALLOWFORD RD_CHATTANOOGA_TN,-85.1407,35.0368
922,7625 STANDIFER GAP RD_CHATTANOOGA_TN,-85.136765,35.051406
923,7633 E BRAINERD RD_CHATTANOOGA_TN,-85.15684,35.011704
924,7714 TIPPI LN_OOLTEWAH_TN,-85.068136,35.140503
925,7720 LEE HWY_OOLTEWAH_TN,-85.130645,35.061693
926,7737 E BRAINERD RD_CHATTANOOGA_TN,-85.15562,35.011421
927,7745 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.153635,35.012077
928,776 MOUNTAIN CREEK RD NW_CHATTANOOGA_TN,-85.327246,35.099617
929,7796 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.154567,35.0099
930,7815 SHALLOWFORD ROAD_CHATTANOOGA_TN,-85.13484,35.036443
931,7901 MIDDLE VALLEY RD_MIDDLE VALLEY_TN,-85.184123,35.196459
932,7907 SUE DR_OOLTEWAH_TN,-85.111194,35.062443
933,800 BELVOIR AVENUE_CHATTANOOGA_TN,-85.244247,35.003311
934,800 BROAD ST_CHATTANOOGA_TN,-85.3104421,35.0470432
935,800 LAFAYETTE ST_RINGGOLD_GA,-85.130152,34.892072
936,800 MANUFACTURERS RD_CHATTANOOGA_TN,-85.326258,35.057279
937,800 SIGNAL MOUNTAIN BLVD_SIGNAL MOUNTAIN_TN,-85.346389,35.12222
938,800 WALKER AVE_ROSSVILLE_GA,-85.300092,34.974581
939,8001 VOLKSWAGEN DR_VICTORIA_TN,-85.4982619,35.0697532
940,801 BROAD ST # 100_CHATTANOOGA_TN,-85.311133,35.046874
941,801 BROAD ST # 600_CHATTANOOGA_TN,-85.311133,35.046874
942,801 BROAD ST_CHATTANOOGA_TN,-85.3109786,35.04691425
943,801 MCCALLIE AVE_CHATTANOOGA_TN,-85.2953916,35.0437037
944,801 MCFARLAND AVENUE_ROSSVILLE_GA,-85.290384,34.978131
945,801 N HOLTZCLAW AVE_CHATTANOOGA_TN,-85.277329,35.049779
946,801 NORTH HOLTZCLAW AVENUE_CHATTANOOGA_TN,-85.277329,35.049779
947,801 PINE ST_CHATTANOOGA_TN,-85.313087,35.047222
948,802 SIGNAL MOUNTAIN BLVD_SIGNAL MOUNTAIN_TN,-85.344585,35.122046
949,803 BATTLEFIELD PKWY_FORT OGLETHORPE_GA,-85.2459536,34.9527954
950,803 CHICKAMAUGA AVE_ROSSVILLE_GA,-85.277938,34.978946
951,81 CHURCH ST_RINGGOLD_GA,-85.114082,34.916013
952,8104 KARR ST_CHATTANOOGA_TN,-85.1526047,34.9915745
953,811 BROAD ST_CHATTANOOGA_TN,-85.31091,35.0467299
954,812 US 64_CHATTANOOGA_TN,-85.2958023,35.0437705
955,8126 EAST BRAINERD RD_CHATTANOOGA_TN,-85.148773,35.003669
956,814 S SCENIC HWY_CHATTANOOGA_TN,-85.338743,35.006189
957,819 WALNUT SQUARE BLVD_DALTON_GA,-84.9338577,34.7602082
958,82 PRINCE LN_CHICKAMAUGA_GA,-85.3067886,34.9111494
959,821 E 11TH ST_CHATTANOOGA_TN,-85.296697,35.039315
960,821 HOUSTON STREET_CHATTANOOGA_TN,-85.305577,35.045215
961,824 CUMBERLAND ST_CHATTANOOGA_TN,-85.279044,35.0470628
962,824 FLINN DR_CHATTANOOGA_TN,-85.178399,34.990895
963,831 BATTLEFIELD PARKWAY_FORT OGLETHORPE_GA,-85.250852,34.954172
964,8310 COUNTRY BROOK LN_SODDY-DAISY_TN,-85.230591,35.220104
965,832 GEORGIA AVE # 1000_CHATTANOOGA_TN,-85.307429,35.04574
966,832 GEORGIA AVE # 300_CHATTANOOGA_TN,-85.307429,35.04574
967,8338 THUNDER FARMS TRL_OOLTEWAH_TN,-85.067865,35.116101
968,8344 OAK DR_CHATTANOOGA_TN,-85.144056,34.991598
969,8346 IRIS RD_CHATTANOOGA_TN,-85.142113,34.992747
970,835 GEORGIA AVE_CHATTANOOGA_TN,-85.30817,35.0463189
971,836 E 8TH ST_CHATTANOOGA_TN,-85.2976562,35.0434234
972,8379 NEW HWY 53 NE_PLAINVILLE_GA,-85.0252,34.3911
973,8411 HARRISON BAY RD_HARRISON_TN,-85.1075805,35.1520956
974,8443 CROSS TIMBERS CIR_HIXSON_TN,-85.195146,35.20313
975,847 ALLGOOD RD_FLINTSTONE_GA,-85.3595826,34.9295996
976,847 ALLGOOD ROAD_FLINTSTONE_GA,-85.358847,34.929243
977,848 ASHLAND TERRACE_CHATTANOOGA_TN,-85.27019,35.115673
978,8503 HILLTOP DRIVE_OOLTEWAH_TN,-85.03418,35.083956
979,8529 SNOW HILL RD_OOLTEWAH_TN,-85.0594018,35.1654278
980,855 E 5TH ST_CHATTANOOGA_TN,-85.294872,35.047385
981,86 WINDY DR_ROCK SPRING_GA,-85.162423,34.846649
982,8603 CELEBRATION WAY_CHATTANOOGA_TN,-85.1385144,34.9962112
983,8611 CAMP COLUMBUS RD_HIXSON_TN,-85.15629513333333,35.1934261
984,8616 OOLTEWAH GEORGETOWN RD_OOLTEWAH_TN,-85.032373,35.161367
985,8645 E BRAINERD RD_CHATTANOOGA_TN,-85.1328694,35.000922
986,8698 TENNESSEE 320_CHATTANOOGA_TN,-85.1325769,35.0008545
987,8749 E RIDGE TRAIL RD_SODDY-DAISY_TN,-85.143137,35.218409
988,8757 ALABAMA HWY_RINGGOLD_GA,-85.1440222,34.8586303
989,88 SERVICE LN_INDIAN SPRINGS_GA,-85.185848,34.983802
990,8858 RIVER COVE DR_HARRISON_TN,-85.096134,35.177565
991,886 LEE DR_FORT OGLETHORPE_GA,-85.207621,34.908734
992,8922 LA COLLINA WAY_OOLTEWAH_TN,-85.0744191,35.0629961
993,8925 QUAIL RUN DR_CHATTANOOGA_TN,-85.094376,35.027716
994,900 E 11TH ST_CHATTANOOGA_TN,-85.296046,35.038414
995,900 EAST 11TH ST_CHATTANOOGA_TN,-85.285229,35.08466545
996,900 GEORGIA AVE # 309_CHATTANOOGA_TN,-85.308331,35.045369
997,900 GEORGIA AVENUE_CHATTANOOGA_TN,-85.308331,35.045369
998,9001 W OLD LOVELADY RD_SODDY-DAISY_TN,-85.1862487,35.2213287
999,901 JAMES AVE_CHATTANOOGA_TN,-85.152682,34.9972459
1000,901 NORTH MAIN ST_LAFAYETTE_GA,-85.280078,34.720818
1001,9011 WILMA DR_CHATTANOOGA_TN,-85.107268,35.028205
1002,902 MCCALLIE AVE_CHATTANOOGA_TN,-85.292866,35.042349
1003,902 N HAMILTON ST_DALTON_GA,-84.9664366,34.7844854
1004,902 NORTH HAMILTON_DALTON_GA,-84.9664366,34.7844854
1005,904 CLIFTON PL_CHATTANOOGA_TN,-85.2721788,35.0286853
1006,91 4TH ST_TRION_GA,-85.3052692,34.5515535
1007,910 BLACKFORD ST #150_CHATTANOOGA_TN,-85.2909319,35.0497811
1008,910 BLACKFORD ST_CHATTANOOGA_TN,-85.29093193333334,35.04978106666667
1009,910 WISDOM ST_CHATTANOOGA_TN,-85.263211,35.079864
1010,9104 APISON PIKE_COLLEGEDALE_TN,-85.077784,35.062085
1011,9109 PINE RIDGE ROAD_OOLTEWAH_TN,-85.083051,35.03802
1012,9117 FULLER RD_CHATTANOOGA_TN,-85.117326,34.997402
1013,912 GRAYSVILLE RD_CHATTANOOGA_TN,-85.147737,34.996326
1014,9120 HUNDLEY RD_HARRISON_TN,-85.15387,35.116658
1015,913 CREST DR_FAIRVIEW_GA,-85.3012295,34.9094701
1016,9191 SOUTH JAMAICA ST_ENGLEWOOD_CO,-104.890329,39.600348
1017,921 E 3RD ST_CHATTANOOGA_TN,-85.292109,35.049023
1018,9213 LEE HIGHWAY_OOLTEWAH_TN,-85.061526,35.086204
1019,9218 MOUNTAIN SHADOWS DR_CHATTANOOGA_TN,-85.109005,35.014119
1020,9221 HUNTERS BEND CIR_CHATTANOOGA_TN,-85.0874318,35.0204656
1021,923 MISSISSIPPI AVENUE_CHATTANOOGA_TN,-85.294904,35.069603
1022,923 SIGNAL RD_SIGNAL MOUNTAIN_TN,-85.339308,35.123219
1023,9231 LEE HWY_OOLTEWAH_TN,-85.058792,35.083288
1024,9232 LEE HWY_OOLTEWAH_TN,-85.060739,35.082178
1025,9237 HOPI TRAIL_OOLTEWAH_TN,-85.045659,35.096698
1026,925 OSBURN RD_CHICKAMAUGA_GA,-85.2795891,34.894871
1027,927 WEST 37TH STREET_CHATTANOOGA_TN,-85.318846,35.010908
1028,929 3RD ST_CHATTANOOGA_TN,-85.2919304,35.0483235
1029,930 ASHLAND TERRACE_CHATTANOOGA_TN,-85.264549,35.116662
1030,9308 SUGAR PINE DR_SODDY-DAISY_TN,-85.16417,35.219766
1031,931 E 3RD ST_CHATTANOOGA_TN,-85.2918988,35.048291
1032,9310 APISON PIKE_COLLEGEDALE_TN,-85.072124,35.060367
1033,9320 LEE HIGHWAY_OOLTEWAH_TN,-85.059918,35.083099
1034,9334 DAYTON PIKE_SODDY-DAISY_TN,-85.199768,35.234981
1035,936 SPRING CREEK RD_EAST RIDGE_TN,-85.2186967,35.0012383
1036,9362 DAYTON PIKE_SODDY-DAISY_TN,-85.200384,35.236446
1037,9366 BENNIE LN_OOLTEWAH_TN,-85.081903,35.041329
1038,9400 RHEA COUNTY HIGHWAY_DAYTON_TN,-84.981635,35.530281
1039,941 SPRING CREEK RD_CHATTANOOGA_TN,-85.2189165,34.99884
1040,9482 DAISY DALLAS RD_SODDY-DAISY_TN,-85.1907904,35.2359025
1041,950 RIVERSIDE DR_CHATTANOOGA_TN,-85.28642066666667,35.05275533333333
1042,9508 DAYTON PIKE_SODDY-DAISY_TN,-85.19578,35.238616
1043,951 MCBRIEN RD_CHATTANOOGA_TN,-85.230029,35.00304
1044,951 RIVERFRONT PKWY_CHATTANOOGA_TN,-85.322351,35.04903
1045,9515 APISON PIKE_OOLTEWAH_TN,-85.064852,35.059465
1046,9531 WEST RIDGE TRAIL ROAD_SODDY-DAISY_TN,-85.167712,35.231273
1047,958 OLD LOWER RIVER RD NW_CHARLESTON_TN,-84.8009452,35.3045962
1048,960 E 3RD ST_CHATTANOOGA_TN,-85.291169,35.047448
1049,9611 LEE HWY_OOLTEWAH_TN,-85.0480274,35.0786097
1050,9616 OOLTEWAH INDUSTRIAL BLVD_OOLTEWAH_TN,-85.057002,35.080089
1051,9629 EAST BRAINERD ROAD_CHATTANOOGA_TN,-85.096236,35.00038
1052,9650 LEYLAND DR_OOLTEWAH_TN,-85.0757245,35.054353
1053,9659 COUNTY HIGHWAY 378_COLLEGEDALE_TN,-85.0536251,35.0538557
1054,975 E 3RD ST_CHATTANOOGA_TN,-85.28919561428572,35.04937704761906
1055,979 E 3RD ST_CHATTANOOGA_TN,-85.2909227,35.047934
1056,9835 DAYTON PIKE_SODDY-DAISY_TN,-85.188132,35.247442
1057,990 MANUFACTURERS RD_DAYTON_TN,-84.992545,35.529021
1058,990 TOFFIE TERRACE_ATLANTA_GA,-84.429642,33.656477
