stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
604,604,"HIXSON PIKE + DARTMOUTH",,35.07024,-85.28931,,
605,1934,"HIXSON PK + HANOVER",,35.06868,-85.28947,,
606,1919,"HIXSON PK + DUGDALE",,35.06679,-85.29016,,
607,1972,"HIXSON PK + RUSSELL",,35.06626,-85.29163,,
608,1955,"HIXSON PK + MISSISSIPPI",,35.06575,-85.29306,,
609,1268,"BARTON + NORMAL",,35.06503,-85.29518,,
610,1263,"BARTON + CREWDSON",,35.06396,-85.29744,,
611,1261,"BARTON + BAKER",,35.06307,-85.29890,,
612,1993,"HOLTZCLAW + CLEVELAND",,35.04600,-85.27862,,
613,613,"HOLTZCLAW + PUMP STA",,35.05226,-85.27479,,
614,2001,"HOLTZCLAW + WILSON",,35.05457,-85.27076,,
615,2634,"HOLTZCLAW + WILCOX",,35.05539,-85.26897,,
616,616,"WILCOX + OKNOB",,35.05412,-85.26501,,
617,2529,"WILCOX + ROANOKE",,35.05376,-85.26406,,
619,2504,"WILCOX + DODSON",,35.05267,-85.26113,,
621,2535,"WILCOX + WHEELER",,35.05206,-85.25760,,
626,2516,"WILCOX + MOSS",,35.04803,-85.24058,,
627,2523,"WILCOX + PARKWAY",,35.04691,-85.23611,,
628,2506,"WILCOX + DOGWOOD",,35.04616,-85.23364,,
629,2525,"WILCOX + PIN OAK",,35.04504,-85.23178,,
630,2502,"WILCOX + DALEWOOD",,35.04374,-85.22860,,
631,2532,"WILCOX + TALLEY",,35.04298,-85.22440,,
632,1855,"SHALLOWFORD + NORTH MOORE",,35.04340,-85.21916,,
636,2922,"CAMILLA + MARIGOLD",,35.05975,-85.20889,,
637,637,"CAMILLA+ JASMINE",,35.05977,-85.21127,,
638,2920,"CAMILLA + JUNIPER",,35.05976,-85.21351,,
639,2635,"CROMWELL HILLS",,35.06043,-85.21436,,
640,2920,"CAMILLA + JUNIPER",,35.05976,-85.21362,,
641,641,"CAMILLA + DAHLIA",,35.05955,-85.20997,,
642,2922,"CAMILLA + MARIGOLD",,35.05963,-85.20911,,
643,643,"CAMILLA+ CROMWELL",,35.06014,-85.20738,,
665,2939,"CROMWELL + CAINE",,35.05655,-85.20906,,
669,1848,"SHALLOWFORD + AGAWELA",,35.04296,-85.22203,,
670,670,"SHALLOWFORD + EASTWOOD",,35.04317,-85.22416,,
671,2503,"WILCOX + DALEWOOD",,35.04383,-85.22825,,
672,2526,"WILCOX + JEANAGA",,35.04513,-85.23165,,
673,2506,"WILCOX + DOGWOOD",,35.04610,-85.23333,,
675,2523,"WILCOX + PARKWAY",,35.04702,-85.23594,,
677,2517,"WILCOX + MOSS",,35.04798,-85.23972,,
679,2510,"WILCOX + GREENWOOD",,35.04809,-85.24266,,
683,2536,"WILCOX + WHEELER",,35.05209,-85.25732,,
684,2497,"WILCOX + ARLINGTON",,35.05239,-85.25837,,
685,2505,"WILCOX + DODSON",,35.05264,-85.26059,,
687,2530,"WILCOX + ROANOKE NE",,35.05369,-85.26347,,
688,688,"WILCOX + OKNOB",,35.05409,-85.26466,,
689,689,"WILCOX + SHERIDAN",,35.05486,-85.26674,,
690,2345,"SHOLAR + CARTA",,35.05588,-85.26878,,
695,2934,"SHEPHERD + FISK",,35.03916,-85.18931,,
697,2936,"SHEPHERD + SHAW",,35.04080,-85.18845,,
698,2486,"WEST SHEPHERD + MEHARRY",,35.04272,-85.18512,,
699,2485,"WEST SHEPHERD + ARLENA",,35.04807,-85.18218,,
701,2490,"WEST SHEPHERD + WATERFORD",,35.05035,-85.18096,,
702,1859,"SHALLOWFORD + POST OFFICE",,35.05375,-85.18602,,
703,1857,"SHALLOWFORD + POLYMER",,35.05471,-85.19401,,
705,1854,"SHALLOWFORD + JERSEY PIKE",,35.05538,-85.19978,,
709,1519,"CROMWELL + RR MUSEUM",,35.06647,-85.20386,,
712,1985,"HOLTZCLAW + 3RD",,35.04417,-85.27978,,
713,1141,"3RD + LOOKOUT",,35.05359,-85.30654,,
716,716,"FRAZIER + FOREST",,35.06250,-85.30677,,
724,1273,"BELL + SPEARS",,35.06838,-85.31022,,
726,2361,"SPEARS + CHAMBLISS",,35.07021,-85.30991,,
727,2364,"SPEARS + PEAK",,35.07178,-85.30975,,
728,2363,"SPEARS + MARYLAND",,35.07352,-85.30960,,
729,2365,"SPEARS + SAWYER",,35.07440,-85.30955,,
730,2605,"NORTH MARKET + SAWYER",,35.07440,-85.30850,,
731,2222,"MARKET + PEAK",,35.07189,-85.30864,,
732,2200,"MARKET + CHAMBLISS",,35.07031,-85.30877,,
733,2196,"MARKET + BELL",,35.06843,-85.30898,,
734,2197,"MARKET + BUSH",,35.06695,-85.30912,,
739,739,"FRAZIER + WOODLAND",,35.06257,-85.30793,,
740,740,"FRAZIER + FOREST",,35.06232,-85.30677,,
742,2227,"MARKET + TVA",,35.04347,-85.30944,,
743,743,"MARKET + WILLIAMS",,35.03692,-85.30883,,
744,2104,"MAIN + COWART",,35.03734,-85.31009,,
745,2103,"MAIN + CHESTNUT",,35.03848,-85.31324,,
746,2800,"MAIN + FORT",,35.03883,-85.31420,,
747,2100,"MAIN + CARTER",,35.03917,-85.31511,,
748,2106,"MAIN + CYPRESS",,35.04034,-85.31827,,
749,2141,"MAIN + RIVERFRONT",,35.04084,-85.31959,,
750,2317,"RIVERFRONT + GROVE",,35.04202,-85.31947,,
751,751,"13TH + GROVE",,35.04250,-85.31896,,
752,1286,"BOYNTON + RENAISSANCE",,35.04344,-85.31913,,
753,1283,"BOYNTON + GATEWAY",,35.04548,-85.31991,,
754,1663,"GATEWAY AVE + J.C. TOWERS",,35.04689,-85.31873,,
755,1284,"BOYNTON + M.L. KING",,35.04843,-85.31873,,
756,1288,"BOYNTON + SENIOR NEIGHBORS",,35.04691,-85.32028,,
757,1285,"BOYNTON + OVERLOOK",,35.04503,-85.31993,,
758,1287,"BOYNTON + RENAISSANCE",,35.04338,-85.31916,,
759,1728,"GROVE + WEST SIDE",,35.04344,-85.31842,,
760,1725,"GROVE + 12TH",,35.04484,-85.31742,,
761,1034,"12TH + HUMAN SERVICE",,35.04361,-85.31595,,
762,1037,"12TH + POPLAR",,35.04327,-85.31560,,
763,1033,"12TH + CARTER",,35.04246,-85.31354,,
764,1432,"CARTER + 14TH",,35.04022,-85.31468,,
765,765,"MAIN + FORT",,35.03872,-85.31440,,
766,2098,"MAIN + BROAD",,35.03771,-85.31173,,
767,2105,"MAIN + COWART",,35.03722,-85.31041,,
768,2154,"MAIN + WILLIAMS",,35.03684,-85.30939,,
769,2129,"MAIN + LONG",,35.03652,-85.30842,,
771,1806,"MARKET + KING",,35.03946,-85.30750,,
773,773,"7TH + BROAD",,35.04842,-85.31025,,
774,774,"AMNICOLA + CRUTCHFIELD",,35.06992,-85.27027,,
775,775,"AMNICOLA + LATTA",,35.07091,-85.26976,,
776,776,"AMNICOLA + APPLING",,35.07306,-85.26859,,
777,777,"AMNICOLA + STUART",,35.07747,-85.26616,,
778,778,"AMNICOLA + POLICE SERVICE",,35.08212,-85.26358,,
779,2639,"CHATTANOOGA STATE",,35.09976,-85.23829,,
780,780,"AMNICOLA + OLAN MILLS",,35.09661,-85.24258,,
782,1239,"AMNICOLA + PEPSI",,35.08503,-85.26236,,
783,783,"WILCOX + RIVERSIDE",,35.05849,-85.27601,,
784,2092,"MABEL + BATTERY PLACE",,35.05156,-85.29942,,
789,3070,"BROAD + 4TH",,35.05251,-85.31061,,
793,3071,"BROAD + 3RD",,35.05334,-85.31090,,
794,1379,"BROAD + 5TH",,35.05073,-85.31076,,
795,795,"BROAD + 10TH",,35.04503,-85.31033,,
796,1027,"11TH + MARIOTT",,35.04389,-85.31188,,
800,3075,"MARKET + W 14TH",,35.03953,-85.30766,,
801,801,"MARKET + 2ND SHUTTLE STOP",,35.05436,-85.30964,,
802,802,"FRAZIER + TREMONT",,35.06165,-85.30473,,
803,803,"MARKET + 2ND",,35.05490,-85.30974,,
805,2913,"HOUSTON + WAREHOUSE ROW",,35.04219,-85.30842,,
806,2013,"HOUSTON + 11TH",,35.04265,-85.30669,,
807,3310,"HOUSTON + 10TH",,35.04363,-85.30621,,
808,2014,"HOUSTON + M.L. KING BLVD",,35.04433,-85.30576,,
811,2082,"M.L.KING BLVD + DOUGLAS",,35.04377,-85.30314,,
812,2090,"M.L.KING BLVD + UNIVERSITY",,35.04327,-85.30189,,
813,2089,"M.L.KING BLVD + PEEPLES",,35.04230,-85.29907,,
814,2087,"M.L.KING BLVD + PALMETTO",,35.04179,-85.29734,,
815,2086,"M.L.KING BLVD + MAGNOLIA",,35.04131,-85.29636,,
816,2088,"M.L.KING BLVD + PARK",,35.04082,-85.29510,,
817,2083,"M.L.KING BLVD + FAIRVIEW",,35.04039,-85.29397,,
818,2081,"M.L.KING BLVD + CENTRAL",,35.03982,-85.29241,,
819,1257,"BAILEY AVE + NATIONAL",,35.03751,-85.28647,,
820,1259,"BAILEY AVE + SPRUCE",,35.03712,-85.28567,,
821,1254,"BAILEY AVE + HOLTZCLAW",,35.03657,-85.28455,,
822,822,"BAILEY AVE + GREENWOOD",,35.03597,-85.28302,,
823,1252,"BAILEY AVE + HIGHLAND PK",,35.03552,-85.28180,,
824,1253,"BAILEY AVE + HOLLY",,35.03500,-85.28041,,
825,1251,"BAILEY AVE + HICKORY",,35.03449,-85.27903,,
826,1250,"BAILEY AVE + HAWTHORNE",,35.03400,-85.27769,,
827,1258,"BAILEY AVE + ORCHARD KNOB",,35.03346,-85.27625,,
828,1246,"BAILEY AVE + BEECH",,35.03280,-85.27442,,
829,829,"WILLOW + BAILEY",,35.03243,-85.27344,,
830,2860,"BAILEY AVE + WATKINS",,35.03071,-85.26891,,
831,1247,"BAILEY AVE + CHAMBERLAIN",,35.03094,-85.26695,,
832,1248,"BAILEY AVE + DUNCAN",,35.03161,-85.26600,,
833,2252,"MCCALLIE AVE + KYLE",,35.03073,-85.26088,,
834,1323,"BRAINERD RD + SEMINOLE",,35.02757,-85.25505,,
835,1300,"BRAINERD RD + ELMWOOD",,35.02719,-85.25416,,
836,1322,"BRAINERD RD + ROSEMONT",,35.02608,-85.25158,,
837,1333,"BRAINERD RD + TUNNEL BLVD",,35.02564,-85.24880,,
838,1337,"BRAINERD RD + VISTA",,35.02488,-85.24781,,
839,3125,"BRAINERD + GERMANTOWN",,35.02397,-85.24608,,
840,1319,"BRAINERD RD + ORIOLE",,35.02325,-85.24452,,
841,2862,"BRAINERD + FOOD LION",,35.02260,-85.24287,,
842,1331,"BRAINERD RD + TALLEY RD",,35.02171,-85.24157,,
843,1314,"BRAINERD RD + MANOR",,35.02026,-85.24052,,
844,1291,"BRAINERD RD + BELVOIR",,35.01896,-85.24001,,
845,1296,"BRAINERD RD + BROOKFIELD",,35.01731,-85.23807,,
846,1335,"BRAINERD RD + TUXEDO",,35.01677,-85.23713,,
848,1330,"BRAINERD RD + SWEETBRIAR",,35.01554,-85.23470,,
849,849,"BRAINERD RD + SEQUOIA",,35.01521,-85.23384,,
850,1312,"BRAINERD RD + LONSDALE",,35.01467,-85.23249,,
851,1303,"BRAINERD RD + HANEY",,35.01407,-85.23116,,
852,1310,"BRAINERD RD + LARCHMONT",,35.01350,-85.22977,,
854,1313,"BRAINERD RD + LOVELL",,35.01242,-85.22733,,
855,1327,"BRAINERD RD + ST MARKS",,35.01199,-85.22615,,
856,1305,"BRAINERD RD + HOWELL",,35.01155,-85.22502,,
857,1316,"BRAINERD RD + MCBRIEN",,35.01078,-85.22297,,
858,1297,"BRAINERD RD + BROOKS",,35.01050,-85.22222,,
859,1307,"BRAINERD RD + HUNT",,35.01017,-85.22135,,
860,1304,"BRAINERD RD + HOLIDAY BOWL",,35.01023,-85.21860,,
861,2871,"BRAINERD RD + EASTGATE DR",,35.01063,-85.21776,,
867,2873,"GREENWAY VW DR + WALMART",,35.00912,-85.20692,,
868,868,"GREENWAY VIEW DRIVE + MARLIN",,35.01030,-85.20781,,
869,2874,"GREENWAY VW DR + BRAINERD RD",,35.01381,-85.21087,,
870,870,"BRAINERD + CONOCO",,35.01596,-85.20862,,
871,871,"BRAINERD + BIG LOTS",,35.01682,-85.20722,,
872,2048,"LEE HWY + E BRAINERD ROAD",,35.01783,-85.20560,,
873,2037,"LEE HWY + AIKEN",,35.01979,-85.20245,,
874,2043,"LEE HWY + CHICKAMAUGA",,35.02172,-85.19935,,
875,2073,"LEE HWY + WHIRLAWAY",,35.02283,-85.19760,,
876,2041,"LEE HWY + CHARLES",,35.02363,-85.19633,,
877,2870,"LEE HWY + JIM SNOW WAY",,35.02486,-85.19433,,
879,2064,"LEE HWY + SPORTS BARN",,35.02793,-85.18924,,
880,2070,"LEE HWY + VANCE RD",,35.02915,-85.18721,,
881,2058,"LEE HWY + PERIMETER",,35.03035,-85.18560,,
882,3099,"LEE HWY + CUSTORMER DELIGHT",,35.03350,-85.18032,,
883,2047,"LEE HWY + DUPREE",,35.03456,-85.17867,,
884,2044,"LEE HWY + CIRCLE",,35.03758,-85.17408,,
885,2062,"LEE HWY + RYANS",,35.03928,-85.17136,,
886,2049,"LEE HWY + HICKORY VALLEY",,35.04037,-85.16963,,
887,2879,"LEE HWY + HAMILTON INN",,35.04175,-85.16742,,
888,2046,"LEE HWY + CONNER",,35.04231,-85.16653,,
889,2060,"LEE HWY + ROBINSON",,35.04314,-85.16519,,
890,2055,"LEE HWY + PARK",,35.04377,-85.16422,,
891,2063,"LEE HWY + SHALLOWFORD RD",,35.04464,-85.16279,,
892,892,"SHALLOWFORD + PARK",,35.04463,-85.16184,,
894,1845,"SHALLOWFORD RD + RED ROOF INN",,35.04366,-85.15911,,
897,2889,"HAMILTON PLACE BLVD + BAMS",,35.04079,-85.15508,,
898,2885,"HAMILTON PLACE + ACROPILIS",,35.03974,-85.15572,,
900,1635,"E BRAINERD + PHILS",,35.01787,-85.17319,,
901,1623,"E BRAINERD + CONCORD",,35.01822,-85.17190,,
902,1633,"E BRAINERD + PANORAMA",,35.01784,-85.16871,,
903,1630,"E BRAINERD + KENMOOR",,35.01634,-85.16530,,
905,1628,"E BRAINERD + JOINER",,35.01386,-85.16146,,
907,1637,"E BRAINERD + STRATMAN",,35.01264,-85.15885,,
908,908,"E BRAINERD + FIRE HALL",,35.01063,-85.15504,,
923,1864,"HAMILTON PL + GUNBARREL",,35.03287,-85.15410,,
924,2826,"GUNBARREL + FAMOUS DAVES",,35.03507,-85.15287,,
925,3111,"GUNBARREL + COMMONS",,35.03673,-85.15195,,
926,1846,"SHALLOWFORD RD + SHALLOWFORD VILLAGE",,35.04337,-85.15801,,
927,1840,"SHALLOWFORD RD + CENTER",,35.04392,-85.15931,,
928,2039,"LEE HWY + BI LO",,35.04445,-85.16337,,
929,2061,"LEE HWY + ROBINSON",,35.04325,-85.16527,,
930,2045,"LEE HWY + CONNER LN",,35.04235,-85.16643,,
931,2050,"LEE HWY + HICKORY VALLEY",,35.04101,-85.16875,,
932,2068,"LEE HWY OPPOSITE RYANS",,35.03936,-85.17146,,
933,2054,"LEE HWY + TN CHILDREN HOME",,35.03768,-85.17414,,
934,3341,"LEE HWY + MCKAYS",,35.03487,-85.17862,,
935,2057,"LEE HWY + PERIMETER CROSS",,35.03064,-85.18540,,
936,2069,"LEE HWY + VANCE",,35.02953,-85.18718,,
939,2059,"LEE HWY + PROVENCE",,35.02512,-85.19417,,
941,2038,"LEE HWY + AIRPORT ROAD",,35.02264,-85.19808,,
943,2838,"LEE HWY + HERB ADCOX",,35.01993,-85.20247,,
946,2051,"LEE HWY + INFINITI",,35.01572,-85.20919,,
947,2841,"GREENWAY VIEW DR + BRAINERD",,35.01326,-85.21032,,
948,2907,"GREENWAY VIEW DRIVE + MARLIN",,35.01019,-85.20792,,
951,1309,"CASTLE DENTAL",,35.00839,-85.21208,,
952,952,"BRAINERD RD + KRISPY KREME",,35.01063,-85.21774,,
953,1329,"BRAINERD RD + SUBWAY",,35.01027,-85.21900,,
954,1321,"BRAINERD RD + PISGAH",,35.01011,-85.22078,,
955,1317,"BRAINERD RD + MCBRIEN",,35.01086,-85.22278,,
956,1306,"BRAINERD RD + HOWELL",,35.01159,-85.22472,,
957,1328,"BRAINERD RD + ST MARKS",,35.01206,-85.22591,,
959,1311,"BRAINERD RD + LARCHMONT",,35.01354,-85.22952,,
960,1340,"BRAINERD RD + WOODVALE",,35.01411,-85.23087,,
961,1320,"BRAINERD RD + PARKDALE",,35.01460,-85.23206,,
962,1326,"BRAINERD RD + SEQUOIA",,35.01528,-85.23376,,
963,1336,"BRAINERD RD + TUXEDO",,35.01679,-85.23685,,
964,1292,"BRAINERD RD + BI LO",,35.01782,-85.23845,,
966,1315,"BRAINERD RD + MANOR",,35.02019,-85.24029,,
967,1332,"BRAINERD RD + TALLEY",,35.02163,-85.24133,,
968,1299,"BRAINERD RD + ECPC",,35.02252,-85.24241,,
969,1290,"BRAINERD RD + 3661",,35.02318,-85.24411,,
970,2849,"BRAINERD RD + DOLLAR GENERAL",,35.02363,-85.24517,,
971,2609,"BRAINERD + GERMANTOWN",,35.02435,-85.24681,,
972,1334,"BRAINERD RD + TUNNEL BLVD",,35.02572,-85.24853,,
975,1324,"BRAINERD RD + SEMINOLE",,35.02763,-85.25473,,
976,2254,"MCCALLIE AVE + LUTHERAN CHURCH",,35.03114,-85.26163,,
977,2242,"MCCALLIE AVE + GLENWOOD",,35.03199,-85.26418,,
978,2251,"MCCALLIE AVE + KILMER",,35.03243,-85.26536,,
979,2238,"MCCALLIE AVE + DERBY",,35.03289,-85.26657,,
980,2259,"MCCALLIE AVE + PARKRIDGE",,35.03360,-85.26846,,
981,2250,"MCCALLIE AVE + KELLY",,35.03435,-85.27045,,
982,2262,"MCCALLIE AVE + WILLOW",,35.03479,-85.27165,,
983,2235,"MCCALLIE AVE + BEECH",,35.03535,-85.27312,,
984,2257,"MCCALLIE AVE + ORCHARD KNOB",,35.03583,-85.27444,,
985,2244,"MCCALLIE AVE + HAWTHORNE",,35.03639,-85.27596,,
986,2245,"MCCALLIE AVE + HICKORY",,35.03690,-85.27735,,
987,2247,"MCCALLIE AVE + HOLLY",,35.03741,-85.27871,,
988,2246,"MCCALLIE AVE + HIGHLAND PARK",,35.03793,-85.28011,,
989,2243,"MCCALLIE AVE + GREENWOOD",,35.03837,-85.28129,,
990,2248,"MCCALLIE AVE + HOLTZCLAW",,35.03885,-85.28261,,
991,2261,"MCCALLIE AVE + WARNER PK",,35.03963,-85.28462,,
992,2256,"MCCALLIE AVE + ONEAL",,35.04139,-85.28952,,
993,2237,"MCCALLIE AVE + CENTRAL",,35.04207,-85.29135,,
994,2241,"MCCALLIE AVE + FORTWOOD",,35.04254,-85.29259,,
995,2258,"MCCALLIE AVE + PALMETTO",,35.04373,-85.29569,,
996,2253,"MCCALLIE AVE + LINDSAY",,35.04741,-85.30542,,
997,1223,"7TH + WALNUT",,35.04845,-85.30727,,
998,1221,"7TH + CHERRY",,35.04837,-85.30834,,
999,1222,"7TH + MARKET",,35.04834,-85.30931,,
1003,1746,"GUNBARREL + MEMORIAL ATRIUM",,35.03038,-85.15555,,
1004,1744,"GUNBARREL + JARNIGAN",,35.02873,-85.15647,,
1015,1015-cd,"E BRAINERD + FIRE HALL",,35.01089,-85.15526,,
1016,1617,"E BRAINERD + AD AUTO PARTS",,35.01215,-85.15760,,
1017,1636,"E BRAINERD + ST MARTINS",,35.01303,-85.15950,,
1018,1628,"E BRAINERD + JOINER",,35.01375,-85.16108,,
1019,1626,"E BRAINERD + GUNBARREL",,35.01512,-85.16340,,
1020,1624,"E BRAINERD + CONCORD",,35.01596,-85.16461,,
1021,1618,"E BRAINERD + ARLINGTON",,35.01691,-85.16646,,
1022,1619,"E BRAINERD + BUNKER HILL",,35.01773,-85.16840,,
1023,1622,"E BRAINERD + CONCORD BAPTIST",,35.01819,-85.17192,,
1025,1025-cd,"HOUSTON + 8TH",,35.04581,-85.30495,,
1026,1026,"HOUSTON + MCALLIE",,35.04664,-85.30427,,
1027,1027-cd,"HOUSTON + 4TH",,35.05113,-85.30181,,
1028,1028,"HOLTZCLAW + CUMBERLAND",,35.04425,-85.27952,,
1029,1991,"HOLTZCLAW + CITICO",,35.04863,-85.27714,,
1033,1033-cd,"GREMANTOWN + RIDGESIDE",,35.03176,-85.24220,,
1034,1034-cd,"GERMANTOWN + TERRELL",,35.03240,-85.24188,,
1035,1035,"GERMANTOWN + MENLO",,35.03330,-85.24147,,
1036,2447,"TUNNEL BLVD + MAY",,35.03663,-85.24101,,
1038,2431,"TUNNEL BLVD + BELMEADE",,35.03913,-85.23974,,
1039,2443,"TUNNEL BLVD + LASALLE",,35.04126,-85.23901,,
1040,2439,"TUNNEL BLVD + HOYT",,35.04232,-85.23861,,
1041,2454,"TUNNEL BLVD + THROUGH",,35.04340,-85.23802,,
1042,2441,"TUNNEL BLVD + JONES",,35.04590,-85.23762,,
1043,1718,"GREENWOOD + CAROUSEL",,35.04964,-85.24314,,
1044,1722,"GREENWOOD + HILLWOOD",,35.05110,-85.24246,,
1047,1047,"DEE DRIVE + EMMA KATE",,35.05533,-85.24306,,
1048,1048,"DEE DRIVE + 3118",,35.05510,-85.24152,,
1049,1049-cd,"DEE DRIVE + GREENWOOD",,35.05438,-85.24080,,
1051,2283,"NORTH CREST + LIGHT MILL",,35.06551,-85.24117,,
1052,2281,"NORTH CREST + GLASS",,35.06712,-85.24327,,
1054,2274,"NEW YORK + NEW JERSEY",,35.06929,-85.23459,,
1055,2272,"NEW YORK + 3185",,35.06822,-85.23104,,
1057,2456,"TUNNEL BLVD + TOWERWAY",,35.06716,-85.22836,,
1058,2430,"TUNNEL BLVD + ACUFF",,35.06480,-85.22810,,
1059,2433,"TUNNEL BLVD + COGSWELL",,35.06285,-85.22845,,
1060,1060-cd,"TUNNEL BLVD + NORTH BRIAR",,35.06048,-85.22965,,
1061,2437,"TUNNEL BLVD + GREEN FOR",,35.05740,-85.23136,,
1064,1064-cd,"TUNNEL BLVD + PERSIMMON",,35.05204,-85.23476,,
1065,1065-cd,"TUNNEL BLVD + 1819",,35.04985,-85.23599,,
1070,2436,"TUNNEL BLVD + GAY",,35.04459,-85.23782,,
1071,2455,"TUNNEL BLVD + THROUGH",,35.04354,-85.23807,,
1072,2440,"TUNNEL BLVD + HOYT",,35.04254,-85.23863,,
1073,2444,"TUNNEL BLVD + LASALLE",,35.04137,-85.23912,,
1074,2432,"TUNNEL BLVD + BELMEADE",,35.03933,-85.24006,,
1075,2453,"TUNNEL BLVD + SHALLOWFORD",,35.03839,-85.24012,,
1076,2448,"TUNNEL BLVD + FRANKS STORE",,35.03686,-85.24088,,
1077,1675,"GERMANTOWN + TUNNEL BLVD",,35.03533,-85.24190,,
1078,1668,"GERMANTOWN + MENLO",,35.03345,-85.24147,,
1079,1671,"GERMANTOWN + RIDGESIDE",,35.03193,-85.24223,,
1080,1672,"GERMANTOWN + ROGERS ROAD",,35.03049,-85.24301,,
1082,1669,"GERMANTOWN + MONTVIEW",,35.02683,-85.24500,,
1084,2142,"MAIN + ROSSVILLE AVE",,35.03551,-85.30553,,
1085,2151,"MAIN + WILHOIT",,35.03483,-85.30405,,
1086,2146,"MAIN + WASHINGTON",,35.03432,-85.30271,,
1087,2094,"MAIN + ADAMS",,35.03384,-85.30146,,
1088,2125,"MAIN + JEFFERSON",,35.03338,-85.30020,,
1089,2132,"MAIN + MADISON",,35.03288,-85.29888,,
1090,2101,"MAIN + CENTRAL",,35.03207,-85.29683,,
1091,2109,"MAIN + FAGAN",,35.03146,-85.29510,,
1092,2139,"MAIN + POLK",,35.03086,-85.29348,,
1093,2116,"MAIN + GULF",,35.02965,-85.29016,,
1094,2123,"MAIN + HOLTZCLAW",,35.02899,-85.28839,,
1095,2113,"MAIN + GREENWOOD",,35.02851,-85.28742,,
1096,2148,"MAIN + WATAUGA",,35.02787,-85.28532,,
1097,2121,"MAIN + HOLLY",,35.02749,-85.28423,,
1099,2138,"MAIN + ORCHARD KNOB",,35.02612,-85.28019,,
1100,2135,"MAIN + MULBERRY",,35.02546,-85.27835,,
1101,2155,"MAIN + WILLOW",,35.02510,-85.27739,,
1102,2127,"MAIN + KELLY",,35.02472,-85.27634,,
1103,2131,"MAIN + LYERLY",,35.02393,-85.27425,,
1104,2149,"MAIN + WATKINS",,35.02341,-85.27285,,
1105,2099,"MAIN + BUCKLEY",,35.02299,-85.27172,,
1106,2107,"MAIN + DODDS",,35.02228,-85.26980,,
1107,1531,"DODDS + 16TH",,35.02089,-85.27056,,
1108,1533,"DODDS + 17TH",,35.02000,-85.27118,,
1109,1535,"DODDS + 18TH",,35.01933,-85.27164,,
1110,1537,"DODDS + 19TH",,35.01816,-85.27227,,
1111,1539,"DODDS + 21ST",,35.01692,-85.27294,,
1112,1541,"DODDS + 23RD",,35.01599,-85.27359,,
1113,1050,"23RD + BUCKLEY",,35.01625,-85.27471,,
1115,1170,"4TH AVE + 25TH",,35.01451,-85.28157,,
1116,1172,"4TH AVE + 26TH",,35.01377,-85.28197,,
1117,1194,"4TH AVE + FOUST",,35.01303,-85.28237,,
1118,1174,"4TH AVE + 27TH",,35.01230,-85.28278,,
1119,2763,"28TH + 5TH AVE",,35.01110,-85.28242,,
1120,2764,"28TH + 6TH AVE",,35.01067,-85.28130,,
1121,1548,"DODDS + 28TH",,35.00913,-85.27722,,
1122,1550,"DODDS + 29TH",,35.00810,-85.27762,,
1123,1552,"DODDS + 30TH",,35.00693,-85.27819,,
1124,1554,"DODDS + 31ST",,35.00583,-85.27892,,
1125,1556,"DODDS + 32ND",,35.00471,-85.27955,,
1126,1558,"DODDS + 33RD",,35.00350,-85.28022,,
1127,1560,"DODDS + 34TH",,35.00248,-85.28078,,
1128,1562,"DODDS + 36TH",,35.00064,-85.28180,,
1129,1564,"DODDS + 37TH",,34.99944,-85.28246,,
1130,1566,"DODDS + 38TH",,34.99835,-85.28273,,
1131,1569,"DODDS + 41ST",,34.99551,-85.28428,,
1132,1570,"DODDS + 42ND",,34.99427,-85.28493,,
1133,1572,"DODDS + 43RD",,34.99293,-85.28567,,
1134,1574,"DODDS + 44TH",,34.99159,-85.28636,,
1136,1648,"ENGLISH AVE + 49TH",,34.98692,-85.28844,,
1139,2096,"MAIN + BEECH",,35.02585,-85.27943,,
1142,1578,"DODDS + 47TH",,34.98883,-85.28779,,
1143,1577,"DODDS + 46TH",,34.98969,-85.28733,,
1144,1576,"DODDS + 45TH",,34.99039,-85.28661,,
1145,1575,"DODDS + 44TH",,34.99126,-85.28647,,
1146,1573,"DODDS + 43RD",,34.99263,-85.28572,,
1147,1571,"DODDS + 42ND",,34.99398,-85.28502,,
1148,1568,"DODDS + 39TH",,34.99724,-85.28324,,
1149,1567,"DODDS + 38TH",,34.99803,-85.28283,,
1150,1565,"DODDS + 37TH",,34.99867,-85.28246,,
1151,1563,"DODDS + 36TH",,35.00022,-85.28197,,
1152,1561,"DODDS + 34TH",,35.00212,-85.28092,,
1153,1559,"DODDS + 33RD",,35.00327,-85.28029,,
1154,1557,"DODDS + 32ND",,35.00440,-85.27967,,
1155,1555,"DODDS + 31ST",,35.00549,-85.27908,,
1156,1553,"DODDS + 30TH",,35.00661,-85.27847,,
1157,1551,"DODDS + 29TH",,35.00775,-85.27784,,
1159,2767,"28TH + 4TH AVE",,35.01124,-85.28315,,
1160,1175,"4TH AVE + 27TH",,35.01193,-85.28289,,
1161,1195,"4TH AVE + FOUST",,35.01274,-85.28245,,
1162,1173,"4TH AVE + 26TH",,35.01354,-85.28202,,
1163,1171,"4TH AVE + 25TH",,35.01417,-85.28168,,
1164,1169,"4TH AVE + 24TH",,35.01516,-85.28116,,
1168,1536,"DODDS + 18TH",,35.01899,-85.27164,,
